,MisconceptionId,MisconceptionName,response
808,808,Thinks they double rather than halve when finding the area of a triangle,"<Construct Name>Calculate the area of a right triangle with given base and height</Construct Name>

<Subject Name>Area of Simple Shapes</Subject Name>

<Question>What is the area of a right triangle with a base measuring 10 meters and a height measuring 4 meters?</Question>

<Correct Answer>\( 20 \mathrm{~m}^{2} \)</Correct Answer>

<Incorrect Answer>\( 80 \mathrm{~m}^{2} \)</Incorrect Answer>
"
809,809,Uses cos when tan is required,"<Construct Name>Identify questions involving a 2D right-angled triangle that require the use of the Tangent (tan) ratio </Construct Name>

<Subject Name>Right-angled Triangles (SOHCAHTOA) </Subject Name>

<Question>Which trigonometric ratio would you use to find the height of a ladder leaning against a wall, given that the distance from the base of the ladder to the wall is 4 meters and the angle between the ladder and the ground is 60 degrees? </Question>

<Correct Answer>Tan </Correct Answer>

<Incorrect Answer>Cos </Incorrect Answer>
"
810,810,Believes the number outside the circles in a Venn represents the intersection,"<Construct Name>Understanding and interpreting Venn Diagrams</Construct Name>
<Subject Name>Set Theory</Subject Name>
<Question>A survey was conducted to find out the number of students who liked Math (M) and Science (S). The Venn diagram shows:
- 15 students like Math only.
- 10 students like Science only.
- 5 students like both Math and Science.
- 12 students do not like either subject.

How many students like both subjects?</Question>
<Correct Answer>5 students like both Math and Science.</Correct Answer>
<Incorrect Answer>12 students like both Math and Science.</Incorrect Answer>
"
811,811,Believes they can multiply/divide through by a negative number without changing the direction of the inequality,"<Construct Name> Solve inequalities involving fractions where a negative number needs to be multiplied or divided </Construct Name>
<Subject Name> Solving Linear Inequalities </Subject Name>
<Question> Solve the inequality:
\[ -\frac{5}{4} x < 10 \] </Question>
<Correct Answer> \( x > -8 \) </Correct Answer>
<Incorrect Answer> \( x < -8 \) </Incorrect Answer>

Misconception: When multiplying or dividing both sides of an inequality by a negative number, students forget to reverse the inequality sign, leading to incorrect solutions.
"
812,812,When dividing numbers with the same base correctly subtracts the powers but divides the base numbers.,"<Construct Name>Division law of indices with positive integer powers and the same base number</Construct Name>  
<Subject Name>Laws of Indices</Subject Name>  
<Question>Simplify (if possible):  
\(\ 8^{7} \div 8^{2} \)  
</Question>  
<Correct Answer>\( 8^{5} \)  
</Correct Answer>  
<Incorrect Answer>\( 1^{5} \)  
</Incorrect Answer>  

<Construct Name>Division law of indices with positive integer powers and the same base number</Construct Name>  
<Subject Name>Laws of Indices</Subject Name>  
<Question>Simplify (if possible):  
\(\ 10^{5} \div 10^{4} \)  
</Question>  
<Correct Answer>\( 10^{1} \)  
</Correct Answer>  
<Incorrect Answer>\( 1^{1} \)  
</Incorrect Answer>  
"
813,813,Believes parallel is the term used to describe two lines at right angles,"<Construct Name>Identify relationships between lines</Construct Name>  
<Subject Name>Line Geometry</Subject Name>  
<Question>Determine what type of lines AB and CD are, given they intersect at a 90-degree angle on a coordinate plane.</Question>  
<Correct Answer>perpendicular</Correct Answer>  
<Incorrect Answer>parallel</Incorrect Answer>  
"
814,814,Confuses circumference and radius,"<Construct Name>Understanding Circle Dimensions</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>A circle has a radius of 5 cm. What is the circumference of the circle?</Question>  
<Correct Answer>The correct circumference is \( C = 2\pi r = 2\pi(5) = 10\pi \) cm</Correct Answer>  
<Incorrect Answer>The incorrect circumference, due to confusion with the radius, is claimed to be simply 5 cm</Incorrect Answer>  

<Construct Name>Calculate Perimeter of Circumferential Path</Construct Name>  
<Subject Name>Real World Applications of Geometry</Subject Name>  
<Question>A circular garden has a circumference of 20 meters. Calculate the diameter of the garden.</Question>  
<Correct Answer>The correct diameter is \( d = \frac{C}{\pi} = \frac{20}{\pi} \) meters</Correct Answer>  
<Incorrect Answer>The incorrect diameter, due to confusing circumference with diameter, is claimed to be 20 meters</Incorrect Answer>  
"
815,815,Counts in the wrong direction on a number line,"<Construct Name>Subtracting numbers involving one negative integer</Construct Name>  
<Subject Name>Adding and Subtracting Negative Numbers</Subject Name>  
<Question>What number belongs in the box?  
\((-5) - 2 = \square\)  
</Question>  
<Correct Answer>\(-7\)</Correct Answer>  
<Incorrect Answer>\(-3\)</Incorrect Answer>  

<Construct Name>Understanding integer operations on a coordinate plane</Construct Name>  
<Subject Name>Graphing Linear Equations</Subject Name>  
<Question>If a point is at \((4, 2)\) and you move 3 units down, what are the new coordinates of the point?</Question>  
<Correct Answer>\((4, -1)\)</Correct Answer>  
<Incorrect Answer>\((4, 5)\)</Incorrect Answer>  

<Construct Name>Addition and subtraction involving multiple integers</Construct Name>  
<Subject Name>Arithmetic of Integers</Subject Name>  
<Question>If you start at 10 on a number line and then subtract 4 and add 7, where do you land on the number line?</Question>  
<Correct Answer>13</Correct Answer>  
<Incorrect Answer>-1</Incorrect Answer>
"
816,816,Only counts visible faces,"<Construct Name>Counting Faces on 3D Shapes</Construct Name>  
<Subject Name>Geometry - Properties of 3D Shapes</Subject Name>  
<Question>A cube is placed on a table such that you can see only 3 of its faces. How many faces does the cube have in total?</Question>  
<Correct Answer>6</Correct Answer>  
<Incorrect Answer>3</Incorrect Answer>  
"
817,817,Believes adding numbers together gives the highest common factor,"<Construct Name>Identifying the greatest common factor (GCF) of two numbers</Construct Name>

<Subject Name>Factors and Multiples</Subject Name>

<Question>Find the greatest common factor (GCF) of the numbers 18 and 24.</Question>

<Correct Answer>The greatest common factor of 18 and 24 is 6.</Correct Answer>

<Incorrect Answer>The greatest common factor of 18 and 24 is 42 (found by adding 18 and 24 together).</Incorrect Answer>
"
818,818,Believes the median is the category with the median frequency,"<Construct Name>Finding the median in a frequency distribution</Construct Name>

<Subject Name>Statistics and Probability</Subject Name>

<Question>A survey of the number of books owned by students in a class is conducted, and the frequency distribution is as follows:

- 0-2 books: 3 students
- 3-5 books: 7 students
- 6-8 books: 12 students
- 9-11 books: 5 students
- 12-14 books: 3 students

Find the median number of books owned by the students.</Question>

<Correct Answer>The median class is 6-8 books. The median falls within this class as the cumulative frequency just exceeds half the total frequency (15). Specifically, the median number of books owned is computed through interpolation within this class.</Correct Answer>

<Incorrect Answer>The median is 6-8 books because 12 students fall in this category, which is the median frequency.</Incorrect Answer>
"
819,819,"When drawing a cumulative frequency diagram, thinks you plot the upper bound of the class intervals on the vertical axis","<Construct Name>Plotting cumulative frequency graphs </Construct Name>

<Subject Name>Data handling and statistics </Subject Name>

<Question>The frequency distribution table below shows the ages of participants in a survey:

\[
\begin{array}{|c|c|}
\hline
\text{Age (years)} & \text{Frequency} \\
\hline
10 - 14 & 5 \\
15 - 19 & 8 \\
20 - 24 & 12 \\
25 - 29 & 9 \\
30 - 34 & 6 \\
\hline
\end{array}
\]

Use the data to draw a cumulative frequency diagram. </Question>

<Correct Answer>1. Compute the cumulative frequency for each class:

- \(10 - 14\): 5 
- \(15 - 19\): 5 + 8 = 13 
- \(20 - 24\): 13 + 12 = 25 
- \(25 - 29\): 25 + 9 = 34 
- \(30 - 34\): 34 + 6 = 40 

2. Plot the cumulative frequencies on the vertical axis using the upper class boundary on the horizontal axis (not the upper bound of the frequency). The points would be plotted as follows:
   
- Plot the point at 14 with a cumulative frequency of 5.
- Plot the point at 19 with a cumulative frequency of 13.
- Plot the point at 24 with a cumulative frequency of 25.
- Plot the point at 29 with a cumulative frequency of 34.
- Plot the point at 34 with a cumulative frequency of 40.

3. Connect the points with a smooth curve to form the cumulative frequency diagram. </Correct Answer>

<Incorrect Answer>1. Compute the cumulative frequency for each class:

- \(10 - 14\): 5 
- \(15 - 19\): 5 + 8 = 13 
- \(20 - 24\): 13 + 12 = 25 
- \(25 - 29\): 25 + 9 = 34 
- \(30 - 34\): 34 + 6 = 40 

2. Incorrectly plot the upper class limit on the vertical axis by placing values such as 14, 19, 24, 29, and 34 on the vertical axis, which is incorrect.

3. The plot incorrectly marks these points on the graph and joins them, leading to an incorrect cumulative frequency diagram. </Incorrect Answer>
"
820,820,Does not know that you can leave a fraction in improper form,"<Construct Name>Working with improper fractions in arithmetic operations</Construct Name>
<Subject Name>Arithmetic Operations with Fractions</Subject Name>
<Question>Alice is solving a multiplication problem involving fractions. She must multiply \( \frac{7}{3} \) by \( \frac{5}{6} \). What should the final answer be?</Question>
<Correct Answer>\(\frac{35}{18}\) (leaving it as an improper fraction is acceptable)</Correct Answer>
<Incorrect Answer>\(1\frac{17}{18}\) (only converting it to a mixed number is necessary)</Incorrect Answer>
"
821,821,Mistakes rotations for translations,"<Construct Name>Understanding Rotations on a Coordinate Plane</Construct Name>

<Subject Name>Geometry - Rotations</Subject Name>

<Question>Consider the point \( P(3, 4) \). Rotate the point 90 degrees counterclockwise about the origin. What should be the new coordinates of point \( P \), and what error might a student make by confusing rotation with translation?</Question>

<Correct Answer>After rotating point \( P(3, 4) \) 90 degrees counterclockwise about the origin, the new coordinates should be \( P'(-4, 3) \). This is achieved by the transformation \( (x, y) \rightarrow (-y, x) \).</Correct Answer>

<Incorrect Answer>By mistaking rotation for translation, a student might translate the point instead, incorrectly assuming \( P \) moves by the vector \( (0, -4) \), resulting in the incorrect coordinates \( P'(3, 0) \).</Incorrect Answer>
"
822,822,"When rounding, believes that if the number, after the required degree of accuracy, is a 5 or below you round down","<Construct Name>Rounding Numbers to a Specific Degree of Accuracy</Construct Name>

<Subject Name>Number Sense or Arithmetic</Subject Name>

<Question>Round 3.675 to two decimal places.</Question>

<Correct Answer>3.68</Correct Answer>

<Incorrect Answer>3.67</Incorrect Answer>
"
823,823,Assumes they multiply by the numerator of fractional index,"<Construct Name>Raise an integer to a positive non-unit fraction power </Construct Name>  
<Subject Name>Laws of Indices </Subject Name>  
<Question>\( (8)^{\frac{3}{2}}=? \) </Question>  
<Correct Answer>\( 16 \) </Correct Answer>  
<Incorrect Answer>\( 12 \) </Incorrect Answer>  

Misconception: Students might multiply the base directly by the numerator. In this case, instead of correctly understanding that \( (8)^{\frac{3}{2}} \) should be tackled as two operations (finding the square root of 8, followed by cubing the result or vice versa), they incorrectly compute \( 8 \times 3 = 24 \) and take the square root of 24, then might round it down to 12. The correct method involves \((8^{1/2})^3 = (2 \sqrt{2})^3 = 16\) after simplification.
"
824,824,"Believes rounding to 1 decimal pleace means rounding to the nearest integer, regardless of the value of the number","<Construct Name>Rounding numbers to a specified number of decimal places </Construct Name>

<Subject Name>Decimals and Rounding </Subject Name>

<Question>Round the number 3.46 to 1 decimal place. </Question>

<Correct Answer>3.5 </Correct Answer>

<Incorrect Answer>3 </Incorrect Answer>
"
825,825,"thinks when writing a mixed number fraction as an improper fraction, you need to multiply the denominator by the whole ","<Construct Name>Convert mixed numbers to improper fractions </Construct Name>  
<Subject Name>Fractions </Subject Name>  
<Question>Convert the mixed number \( 3\frac{2}{5} \) to an improper fraction. </Question>  
<Correct Answer>\( \frac{17}{5} \) </Correct Answer>  
<Incorrect Answer>\( \frac{15}{5} \) </Incorrect Answer>  

Misconception Description: Students often mistakenly multiply the whole number (3) by the denominator (5) to produce the numerator for the improper fraction, resulting in 15 instead of correctly calculating \( 3 \times 5 + 2 = 17 \).
"
826,826,Confuses intersection and universal set,"<Construct Name>Understanding set operations, especially intersection and universal set</Construct Name>

<Subject Name>Set Theory</Subject Name>

<Question>Given sets \( A = \{1, 2, 3, 4\} \) and \( B = \{3, 4, 5, 6\} \), and the universal set \( U = \{1, 2, 3, 4, 5, 6, 7, 8\} \), find the intersection of sets \( A \) and \( B \). </Question>

<Correct Answer>\( A \cap B = \{3, 4\} \) </Correct Answer>

<Incorrect Answer>\( A \cap B = \{1, 2, 3, 4, 5, 6, 7, 8\} \) </Incorrect Answer>
"
827,827,Believes when frequencies multiply by a scale factor in a table the mode also multiplies by that scale factor,"<Construct Name>Understanding the impact of scaling frequency on determining the mode of a data set </Construct Name>  
<Subject Name>Statistics and Data Analysis </Subject Name>  
<Question>A dataset representing student scores in a class is given as follows:
- 80%: 3 students
- 70%: 5 students
- 90%: 8 students

Now, if each student’s score appears twice in the table to represent a new class with twice the number of students, what is the mode of the new dataset? </Question>  
<Correct Answer>The mode remains the same and is 90% as it still has the highest frequency. </Correct Answer>  
<Incorrect Answer>The mode is incorrectly believed to shift to 180% (90% multiplied by 2). </Incorrect Answer>
"
828,828,Adds when calculating area instead of multiplying,"<Construct Name>Calculate the area of a triangle where the dimensions are given in the same units </Construct Name>
<Subject Name>Area of Simple Shapes </Subject Name>
<Question>What is the area of this triangle? ![A triangle with a base length of 7 cm and a perpendicular height of 6 cm.]() </Question>
<Correct Answer>\( 21 \mathrm{~cm}^{2} \) </Correct Answer>
<Incorrect Answer>\( 13 \mathrm{~cm}^{2} \) </Incorrect Answer>
"
829,829,Estimates angle rather than calculating,"<Construct Name>Alternate Angles in Parallel Lines</Construct Name>
<Subject Name>Angles in Parallel Lines and Transversals</Subject Name>
<Question>In the diagram, two parallel lines are cut by a transversal. The angle on the top left of the transversal is \( 110^{\circ} \). What is the size of the corresponding angle on the bottom right of the transversal?</Question>
<Correct Answer>\( 110^{\circ} \)</Correct Answer>
<Incorrect Answer>\( 120^{\circ} \)</Incorrect Answer>

<Construct Name>Vertically Opposite Angles</Construct Name>
<Subject Name>Angle Properties and Theorems</Subject Name>
<Question>Two intersecting lines form four angles. If one of these angles is \( 75^{\circ} \), what is the angle directly opposite it?</Question>
<Correct Answer>\( 75^{\circ} \)</Correct Answer>
<Incorrect Answer>\( 80^{\circ} \)</Incorrect Answer>
"
830,830,Gives an example of a factor instead of counting how many total factors a number has,"<Construct Name>Determining the Total Number of Factors of a Given Number</Construct Name>
<Subject Name>Number Theory</Subject Name>
<Question>Find the total number of factors of the number 12.</Question>
<Correct Answer>6 (The factors are 1, 2, 3, 4, 6, and 12)</Correct Answer>
<Incorrect Answer>2 (incorrectly providing one example of a factor, such as 2)</Incorrect Answer>
"
831,831,Thinks subtraction calculates how many in ,"<Construct Name>Understanding subtraction and division for equal distribution</Construct Name>

<Subject Name>Basic Arithmetic Operations</Subject Name>

<Question>Susan has 20 marbles and she wants to divide them equally among 5 friends. How many marbles does each friend get?</Question>

<Correct Answer>\( 4 \) marbles per friend (since \( 20 \div 5 = 4 \))</Correct Answer>

<Incorrect Answer>\( 15 \) marbles per friend (as the student erroneously subtracts, thinking \( 20 - 5 = 15 \))</Incorrect Answer>
"
832,832,Believes that a fraction with equal numerator and denominator cancels to 0,"<Construct Name>Simplifying Algebraic Fractions</Construct Name>  
<Subject Name>Algebra I</Subject Name>  
<Question>Simplify the expression \(\frac{5x}{5x}\).</Question>  
<Correct Answer>\( 1 \) </Correct Answer>  
<Incorrect Answer>\( 0 \) </Incorrect Answer>  
"
833,833,"When calculating perimeter, multiplies instead of adds","<Construct Name>Calculate perimeter of basic shapes</Construct Name>
<Subject Name>Geometry</Subject Name>
<Question>A triangle has sides of length 5 cm, 7 cm, and 9 cm. What is the perimeter of the triangle?</Question>
<Correct Answer>21 cm</Correct Answer>
<Incorrect Answer>315 cm</Incorrect Answer>

<Construct Name>Understanding perimeter of complex shapes</Construct Name>
<Subject Name>Perimeter</Subject Name>
<Question>Find the perimeter of an L-shaped polygon with sides of length: 4 m, 3 m, 2 m, 5m, 2 m, and 3 m.</Question>
<Correct Answer>19 m</Correct Answer>
<Incorrect Answer>720 m</Incorrect Answer>

<Construct Name>Use perimeter formula in algebra</Construct Name>
<Subject Name>Algebra</Subject Name>
<Question>If a square has a side length of \( x + 2 \), what is an expression for its perimeter?</Question>
<Correct Answer>\( 4(x + 2) \) or \( 4x + 8 \)</Correct Answer>
<Incorrect Answer>\( x^2 + 4 \)</Incorrect Answer>

<Construct Name>Relating perimeter and area</Construct Name>
<Subject Name>Geometry</Subject Name>
<Question>A circle has a diameter of 10 units. What is the perimeter, also known as the circumference, of the circle? (Use \( \pi = 3.14 \))</Question>
<Correct Answer>31.4 units</Correct Answer>
<Incorrect Answer>10 units</Incorrect Answer>
"
834,834,"When asked for the next term in the sequence adds one to the last term given, despite the sequence not going up in ones.","<Construct Name>Identify the next term in a Fibonacci sequence </Construct Name>  
<Subject Name>Sequences and Series </Subject Name>  
<Question>What is the next term in the Fibonacci sequence?  
\[
1, 1, 2, 3, 5, 8, \ldots
\] </Question>  
<Correct Answer>\( 13 \) </Correct Answer>  
<Incorrect Answer>\( 9 \) </Incorrect Answer>  

<Construct Name>Predict the next term in a geometric sequence </Construct Name>  
<Subject Name>Geometric Sequences </Subject Name>  
<Question>What is the next term in this geometric sequence?  
\[
2, 6, 18, 54, \ldots
\] </Question>  
<Correct Answer>\( 162 \) </Correct Answer>  
<Incorrect Answer>\( 55 \) </Incorrect Answer>  

<Construct Name>Find the next term in an arithmetic sequence with fractions </Construct Name>  
<Subject Name>Arithmetic Sequences </Subject Name>  
<Question>What is the next term in this fractional sequence?  
\[
\frac{1}{2}, \frac{2}{3}, \frac{5}{6}, \frac{4}{3}, \ldots
\] </Question>  
<Correct Answer>\( \frac{7}{6} \) </Correct Answer>  
<Incorrect Answer>\( \frac{5}{3} \) </Incorrect Answer>
"
835,835,Confuses a formula with an equation,"<Construct Name>Recognise and name a formula </Construct Name>  
<Subject Name>Volume and Surface Area </Subject Name>  
<Question>Which of the following is the most appropriate word to describe: \( S=2\pi rh+2\pi r^{2} \) ![A cylinder with radius r and height h pictured.]() </Question>  
<Correct Answer>Formula </Correct Answer>  
<Incorrect Answer>Equation </Incorrect Answer>  

<Construct Name>Recognise and name a formula </Construct Name>  
<Subject Name>Physics (Kinematics) </Subject Name>  
<Question>Which of the following is the most appropriate word to describe: \( v = u + at \) ![A diagram showing initial velocity, acceleration, and time represented by u, a, and t, respectively.]() </Question>  
<Correct Answer>Formula </Correct Answer>  
<Incorrect Answer>Equation </Incorrect Answer>  

<Construct Name>Recognise and name an equation </Construct Name>  
<Subject Name>Algebra </Subject Name>  
<Question>Which of the following words is the correct description for: \(y = 2x + 3\) when \(x = 4\) gives a value of \(y = 11\) ? </Question>  
<Correct Answer>Equation </Correct Answer>  
<Incorrect Answer>Formula </Incorrect Answer>  

<Construct Name>Recognise and name a formula </Construct Name>  
<Subject Name>Economics (Mathematical Application) </Subject Name>  
<Question>Which of the following is the most appropriate word to describe: \( C = \frac{P}{1 - r^{n}} \) ![A loan payment diagram with principal P, interest rate r, and number of payments n depicted.]() </Question>  
<Correct Answer>Formula </Correct Answer>  
<Incorrect Answer>Equation </Incorrect Answer>  
"
836,836,Believes the mean is the middle number,"<Construct Name>Calculate the mean as an average from a list of data </Construct Name>
<Subject Name>Averages (mean, median, mode) from a List of Data </Subject Name>
<Question>Without using a calculator, what is the mean of the following numbers?

\[
5, 7, 5, 9, 11
\] </Question> 
<Correct Answer>\( 7.4 \) </Correct Answer>
<Incorrect Answer>\( 5 \) </Incorrect Answer>
"
837,837,Believes that rounding parts of a fraction in different directions means the answer will be the same. ,"<Construct Name>Estimating Calculations Involving Fractions by Rounding Numerator and Denominator Independently</Construct Name>
<Subject Name>Estimation and Rounding</Subject Name>
<Question>Estimate the value of the fraction \(\frac{672}{345}\) by rounding to the nearest hundred.</Question> 
<Correct Answer>By rounding, \(\frac{672}{345} \approx \frac{700}{300} = \frac{7}{3} \approx 2.33\)</Correct Answer>
<Incorrect Answer>Rounding the numerator and denominator separately to nearest hundred: \(\frac{700}{300} = \frac{7}{3} \approx 2.33\)</Incorrect Answer>
"
838,838,"When factorising a quadratic without a non variable term, tries to double bracket factorise","<Construct Name>Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a) </Construct Name>

<Subject Name>Factorising into a Single Bracket </Subject Name>

<Question>Factorise this expression, if possible:
\(
x^{2}+6x
\) </Question>

<Correct Answer>\( x(x+6) \) </Correct Answer>

<Incorrect Answer>\( (x+3)(x+3) \) </Incorrect Answer>

"
839,839,"When dividing by a non unit fraction, thinks you multiply by the reciprocal of the corresponding unit fraction rather than the fraction given. ","<Construct Name>Dividing Fractions by Fractions </Construct Name>

<Subject Name>Dividing Fractions </Subject Name>

<Question>If \( \frac{2}{3} \) of a bottle of juice is shared equally among \( \frac{4}{5} \) of a person, how much juice does each person get? </Question>

<Correct Answer>\( \frac{10}{12} \) or simplified to \( \frac{5}{6} \) </Correct Answer>

<Incorrect Answer>\( \frac{15}{8} \) or simplified to \( \frac{1\frac{7}{8}} \) </Incorrect Answer>
"
840,840,Does not understand the place value of answers from a Napier's bones calculation,"<Construct Name>Multiply 3 digit integers by 2 digit integers using Napier’s bones </Construct Name>
<Subject Name>Written Multiplication </Subject Name>
<Question>Dave is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 714 \times 85 \) ![A Napier's bones grid, with 714 along the top and 85 down the side. From left to right on the top row, with / representing a diagonal line through the box, the boxes read 5/6, 8/5, 7/2. From left to right on the bottom row, the boxes read 3/5, 4/2, 3/5. The digit 6 is circled in the first box of the top row, under the 7 of 714 and the 8 of 85.]() </Question>  
<Correct Answer>\( 600 \)</Correct Answer> 
<Incorrect Answer>\( 6 \) </Incorrect Answer>
"
841,841,Does not subtract 2 from the number of sides when finding the sum of interior angles,"<Construct Name>Finding the sum of the interior angles of a polygon</Construct Name>
<Subject Name>Geometry and Polygons</Subject Name>
<Question>Calculate the sum of the interior angles of a hexagon.</Question>
<Correct Answer>The sum of the interior angles of a hexagon is calculated using the formula \((n-2) \times 180\). For a hexagon, \(n=6\), so \((6-2) \times 180 = 720\) degrees.</Correct Answer>
<Incorrect Answer>The sum of the interior angles of a hexagon is calculated as \(n \times 180\) without subtracting 2. So, it is \(6 \times 180 = 1080\) degrees.</Incorrect Answer>
"
842,842,Confuses the calculations for HCF and LCM,"<Construct Name>Use prime factor decomposition to find the Highest Common Factor of two numbers</Construct Name>  
<Subject Name>Factors and Highest Common Factor</Subject Name>  
<Question>  
Find the highest common factor (HCF) of \( 48 \) and \( 180 \) using the prime factor decomposition method.  
\[ 48 = 2^4 \times 3 \]  
\[ 180 = 2^2 \times 3^2 \times 5 \]  
What is the highest common factor of these two numbers?  
</Question>  
<Correct Answer>\( 2^2 \times 3 = 12 \)</Correct Answer>  
<Incorrect Answer>\( 2^4 \times 3^2 \times 5 = 720 \)</Incorrect Answer>  
"
843,843,Does not see fraction diagrams as equivalent if the shading is in a different pattern,"<Construct Name>Identify equivalent fractions when presented as shapes or objects </Construct Name>  
<Subject Name>Equivalent Fractions </Subject Name>  
<Question>Three circles are divided into equal parts. In each circle, a different fraction of the circle is shaded. By comparing the fraction of the circle that is shaded in each diagram, decide which is the odd one out?</Question>  
<Correct Answer>![A circle with 9/18 shaded in green]()</Correct Answer>  
<Incorrect Answer>![A circle with 5/10 shaded in yellow]()</Incorrect Answer>  

<Construct Name>Identify equivalent fractions when presented as shapes or objects </Construct Name>  
<Subject Name>Equivalent Fractions </Subject Name>  
<Question>Three squares are divided into equal parts with different shading patterns. By comparing the fraction of the square that is shaded in each diagram, decide which is the odd one out?</Question>  
<Correct Answer>![A square with 12/24 shaded in pink]()</Correct Answer>  
<Incorrect Answer>![A square with 10/20 shaded in red]()</Incorrect Answer>  

<Construct Name>Identify equivalent fractions when presented as shapes or objects </Construct Name>  
<Subject Name>Equivalent Fractions </Subject Name>  
<Question>Three hexagons are partitioned into equal regions. Each hexagon has a different shading arrangement. By comparing the fraction of the hexagon that is shaded in each diagram, decide which is the odd one out?</Question>  
<Correct Answer>![A hexagon with 15/30 shaded in cyan]()</Correct Answer>  
<Incorrect Answer>![A hexagon with 18/24 shaded in brown]()</Incorrect Answer>  

<Construct Name>Identify equivalent fractions when presented as shapes or objects </Construct Name>  
<Subject Name>Equivalent Fractions </Subject Name>  
<Question>Four triangles are divided into smaller triangles with various portions shaded. By comparing the fraction of the triangle that is shaded in each diagram, decide which is the odd one out?</Question>  
<Correct Answer>![A triangle with 14/28 shaded in teal]()</Correct Answer>  
<Incorrect Answer>![A triangle with 7/14 shaded in violet]()</Incorrect Answer>  
"
844,844,Thinks there are 100mm in a metre,"<Construct Name>Conversions in Metric System</Construct Name>

<Subject Name>Measurement</Subject Name>

<Question>If a rope is \(2.5\) metres long, what is its length in millimetres?</Question>

<Correct Answer>2500 mm</Correct Answer>

<Incorrect Answer>250 mm</Incorrect Answer>
"
845,845,Believes they can find the nth term based on the first term only,"<Construct Name>Linear Sequences</Construct Name>

<Subject Name>Mathematical Sequences and Series</Subject Name>

<Question>If a sequence starts with \( 4 \) and follows a specific pattern, what is the 5th term of the sequence?</Question>

<Correct Answer>The correct answer cannot be determined with only the first term given.</Correct Answer>

<Incorrect Answer>4</Incorrect Answer>
"
846,846,Thinks there are 1000ml in a centilitre,"<Construct Name>Converting Centilitres to Millilitres</Construct Name>  
<Subject Name>Volume Conversion in Metric System</Subject Name>  
<Question>Convert the volume of 5 centilitres to millilitres.</Question>  
<Correct Answer>\( 50 \, \text{ml} \)</Correct Answer>  
<Incorrect Answer>\( 5000 \, \text{ml} \)</Incorrect Answer>  
"
847,847,Thinks they can convert a 2 digit percentage to a fraction by writing one number over the other.,"<Construct Name>Convert two digit integer percentages to fractions </Construct Name>

<Subject Name>Converting between Fractions and Percentages </Subject Name>

<Question>Convert this percentage to a fraction \( 84 \% \) </Question> 

<Correct Answer>\( \frac{21}{25} \) </Correct Answer>

<Incorrect Answer>\( \frac{8}{4} \) </Incorrect Answer>
"
848,848,Believes when simplifying a fraction you can divide the numerator and denominator by different values,"<Construct Name>Multiply fractions and whole numbers to simplify </Construct Name>  
<Subject Name>Multiplying Fractions </Subject Name>  
<Question>Multiply and simplify:  
\[  
4 \times \frac{6}{8}  
\]  
</Question>  
<Correct Answer>\( \frac{3}{1} \) or simply \( 3 \) </Correct Answer>  
<Incorrect Answer>\( \frac{3}{2} \) </Incorrect Answer>  

Misconception: Often, students incorrectly divide the numerator by 2 and the denominator by 4, leading to the incorrect simplification. The correct approach involves first multiplying the fraction by the whole number and appropriately simplifying by dividing both the numerator and the denominator by their greatest common divisor.
"
849,849,Thinks the nth term is when the value of the term is n,"<Construct Name>Finding the nth term of a sequence</Construct Name>

<Subject Name>Sequences and Series</Subject Name>

<Question>Consider the sequence defined by the formula \( a_n = 2n + 1 \). What is the value of the 5th term?</Question> 

<Correct Answer>\( a_5 = 2(5) + 1 = 11 \)</Correct Answer>

<Incorrect Answer>\( a_5 = 5 \)</Incorrect Answer>
"
850,850,Thinks there are 10mm in a metre,"<Construct Name>Understanding Metric Conversions</Construct Name>
<Subject Name>Measurement and Units</Subject Name>
<Question>A rope is 2000 millimeters long. How many meters long is the rope?</Question>
<Correct Answer>2 meters</Correct Answer>
<Incorrect Answer>200 meters</Incorrect Answer>
"
851,851,Thinks a negative x value in a column vector means to move right rather than left ,"<Construct Name>Interpret direction from a vector in coordinate plane movements</Construct Name>  
<Subject Name>Coordinate Geometry and Vector Movements</Subject Name>  
<Question>If a column vector is given by \( \left(\begin{array}{c}-4 \\ 2\end{array}\right) \), which direction should you move along the x-axis?</Question>  
<Correct Answer>Left, because a negative x value indicates movement to the left.</Correct Answer>  
<Incorrect Answer>Right, due to a misunderstanding that a negative x value indicates rightward movement.</Incorrect Answer>  
"
852,852,Thinks there are 100 mg in a gram,"<Construct Name>Conversion between Units </Construct Name>

<Subject Name>Measurement </Subject Name>

<Question>A medication prescribes \( 0.5 \) grams per dose. How many milligrams is this per dose? </Question>

<Correct Answer>\( 500 \) </Correct Answer>

<Incorrect Answer>\( 50 \) </Incorrect Answer>
"
853,853,Does not know how to check tessellation,"<Construct Name>Understanding Tessellation and Patterns</Construct Name>  
<Subject Name>Geometry</Subject Name>  
<Question>Determine whether a regular hexagon tessellates in the plane without gaps or overlaps. Provide a brief explanation for your answer.</Question>  
<Correct Answer>Yes, a regular hexagon tessellates because the interior angles (120 degrees) of regular hexagons add up to 360 degrees at a point (3 hexagons meet), filling the plane without gaps or overlaps.</Correct Answer>  
<Incorrect Answer>No, a regular hexagon does not tessellate because it does not have right angles, which are necessary for tessellation.</Incorrect Answer>  
"
