MisconceptionId,MisconceptionName
1669,"In 3 letter angle notation, gives a wider angle that contains the shaded angle"
2212,Mixes up smallest and largest when ordering fractions
296,Ordered fractions by comparing denominators rather than using equivalent fractions.
1667,When comparing unit fractions believes that fractions with larger denominators are greater in size.
1595,Believes the first multiple of a is 2a
1602,Believes the sum of change in x and change in y gives the distance between points
2415,Thinks that square root is found by dividing by 4
2210,Ignores colours or design on shape when looking for symmetry
1902,Gets the minutes and hours the wrong way around
2297,Believes total frequency in a table is found by counting rows
507,Believes the total frequency is the overall total in a grouped table
2343,Believes total frequency in a table is given by the sum of the categories given
2191,When writing a number as a percentage of another number gets them the wrong way around
1703,When using a 180 degree protractor to measure reflex angles gives the value of the acute or obtuse angle that is a complement to 360
2535,Does not add on 180 degrees when using a protractor to measure a reflex angle
2380,Believes f(x) - a translates the function up a units
362,Believes f(x) - a translates the function right a units
262,Believes the intersection in a prime factor venn diagram does not contribute to the size of the number represented by a circle 
2003,Believes multiply all numbers in a prime factor venn diagram gives the value of one sets number
1861,Rounds to nearest 50 not 20
1163,Does not understand you can round to numbers other than powers of 10
2214,"Thinks that in the equation y=a, a is the gradient"
1534,Thinks that doubling and then doubling again is not the same as multiplying by 4
2114,"When completing the square, believes a coefficient of x^2 does not affect the value of the constant inside the bracket"
1870,Thinks there are 10000mm in a metre
229,Does not account for scale on diagram
2226,Incorrect use of scale on a diagram
2020,"When simplifying surds, does not use the largest square number to simplify"
2112,Does not understand how to find percentages of an amount
247,Found the percentage but added it to 100%
2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount
1993,Believes total in a grouped table is found by counting rows
2111,"Believes you do not include an ""other"" category when finding a total frequency"
1850,Mixes up square rooting and fourth rooting
376,Unable to equate a division and multiplication to a single division
976,"Thinks a Fibonacci sequence must start with 1, 1"
89,Thinks it can't be called a sequence with a repeated number at the start
2081,Thinks there are 7 hours in 1 day
2401,Answers as if there are 60 hours in a day
922,Believes we can only take the square root of a perfect square
1024,When solving an equation thinks they add when in fact they need to multiply
2208,"When writing ratio, writes total as one side"
1237,Believes that 1 part of a bar model will always have a value of 1
653,Does not have when calculating the area of a triangle
467,Treats zero as a ten when subtracting
19,"When multiplying a surd by an integer, adds the integer to the number under the surd"
2082,"When multiplying a surd by an integer, multiplies the integer with the number under the surd"
754,Does not recognise that an integer multiplied by a surd can be simplified
183,Has confused cube numbers with prime numbers
780,Believes the constant only gives the y-intercept for linear graphs
654,Believes an interior angle in a regular polygon can be found using 180(n+2)/n
1907,Believes an interior angle in a regular polygon can be found using 360 subtract (180 over number of sides)
1896,"When finding the gradient from the equation of a line in the form ax + by = c, believes b/a is the gradient"
567,"When doing operations with decimals, ignores significant zeros after the decimal point"
2152,Believes every number is the mode when you have data with no mode
1550,Believes interior angles are outside a shape
730,Ends up £1 out when dealing with change in money
2189,Believes isosceles triangles cannot have right angles
954,"Confuses adding 3 with cubing, in algebra"
1357,Thinks only labelled dimensions need to be included when calculating the perimeter
2135,Thinks positive or negative sign affects the term before it
1702,Does not know the 9 timestable
2150,Does not know the 6 timestable
1308,"Thinks tables of values are symmetrical about (0,0)"
902,Thinks 1 squared is 2
623,Assumes the denominator is divided by the numerator
1151,Believes they can round when converting units
451,Does not recognise parallel lines angle rules applied inside a shape
785,Confuses co-interior and alternate angles
280,Describes lines when asked to describe angles
946,Believes a proportion of a whole is whole/part not part/whole
1329,Believes it is not possible to calculate the frequency for a pie chart sector despite being given enough information to do so
712,Believes you can not take away a larger number from a smaller one
263,"Does not understand direction of North East, North West, South East and South West cardinal points"
1040,Does not measure bearing clockwise from the north line
1614,Believes factors of algebraic terms/expressions will only be numbers
1524,Believes adding b to any integer gives a multiple of b
845,Believes they can find the nth term based on the first term only
2027,Believes that an + b is still a multiple of a
2238,Divides rather than multiplies when scaling up in direct proportion problems
1618,Mixes up cubing and multiplying by 3
138,"When solving a problem using written division (bus-stop method), does the calculation from right to left"
1140,"When simplifying surds, adds the number on the outside of the surd to the number under the surd"
1640,Believes the centre of rotation is always the origin
1862,Performs addition ahead of division
374,Thinks a hexagon has 8 sides.
1767,Does not realise that a pictogram needs a title or question
252,Does not think 'other' is an acceptable category for data
426,Believes corresponding angles sum to 90 degrees
709,Adds instead of subtracts when using an area model for multiplication
1295,"When finding part of the area of a shape, subtracts from the side length before multiplying but still subtracts the unshaded area too."
1560,Mistakes the number of rows for the total frequency in a frequency table
2166,Adds up the variable column when asked for total frequency
1895,Does not realise that all circles are similar
16,Believes that graphs of inverse proportion meet the axes
1384,"When reading decimals on a number line, assumes each dash is 0.5"
542,Believes constructing a perpendicular gives an angle of 60 degrees
1017,Does not understand how to solve linear two step equations
109,Thinks a factor of the final digit is also a factor of the whole number
1399,Fails to identify any rotational symmetry 
455,Subtracts 1 rather than 2 from the number of sides when finding the sum of interior angles
1426,Thinks rule for calculating interior angles only applies to regular polygons
117,"Believes that in completed square form, they need to change the signs of both values to get the turning point"
895,Believes a line of reflection must be touching the original shape
58,"When dividing, confuses the remainder with the quotient"
745,Confuses midpoint and distance between two points
1386,Confuses the method for finding the gradient and length of a line segment
1511,Does not understand that the probability of something not happening is 1 minus the probability of it happening
1283,Believes a polygon can have curved sides
270,Thinks the term polygons only applies to shapes with more than 3 sides
1049,Misunderstands the process of making a variable the subject of an equation
1674,Believes distance is the area under the graph on a displacement time graph
119,Believes distance = speed + time
1436,Confuses cubic and exponential graphs
76,Confuses quadratic and exponential graphs
1946,Believes numbers are divisible by numbers which sum to their factors
573,Thinks numbers are divisible by all multiples of their factors
1490,Writes fraction rather than fraction of amount
1260,Gives number of sections of pie chart rather than the amount it represents
2204,Believes the area of a rectangle is calculated by length add width
1886,Does not understand that base angles in an isosceles are equal
842,Confuses the calculations for HCF and LCM
1950,forgets to include the common factors when calculating the lowest common multiple
2515,Rounds too early in calculation 
1427,Believes cube numbers are just multiples of 3
408,"When multiplying fractions, multiplies both the numerator and denominator"
2573,Believes the solution to mx + c = a is the y intercept of y = mx +c
626,Thinks the difference between a positive number and a negative number is equal to the positive number
2006,Believes the mean is total divided by sum of categories given
1470,"Does not know the meaning of the word ""product"""
1356,Confuses the use of LCM and HCF in real life examples 
1782,Does not recognise miles as a unit of length
45,"When asked for the value of a digit, gives an answer 10 times too big"
2402,"When asked for the value of a digit, gives an answer 10 times too small"
2485,"Thinks that times just before midnight are ""am"" times"
1636,Believes nth term rule can be given in words
1858,Does not compensate when subtracting
666,Thinks grams and tonnes are the same
2072,Confuses formulae for area of triangle and area of rectangle
14,Does not understand how to create a multiple of an equation
1484,Thinks 1l = 10 000 cubic centimetres
1836,Believes lines of symmetry must be vertical or horizontal
1071,Confuses obtuse and acute angles
1691,Believes the solution of mx + c = 0 is x =0
1776,Believes they solve mx + c = 0 by substituting in x = 0
244,Believes the solution of mx + c = 0 is x = m
1763,Confuses arc and diameter
1661,Confuses circumference and diameter
2162,"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer."
2002,"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal."
708,Believes switching the x and y variables in a linear equation gives a perpendicular line
1449,Believes rounding numbers down would give an overestimate
762,Chooses an example when asked for a counter-example
852,Thinks there are 100 mg in a gram
213,Thinks there are 10 mg in a gram
2038,Believes a common denominator can only be the lowest common multiple
2128,Believes a common denominator must always be the two denominators multiplied together
1022,Believes you multiply matching bases when carrying out a multiplication
1517,Finds unit amount but doesn't multiply up
1193,Multiplies up without finding unit amount
2476,Does not write the place holder zero when doing column multiplication
195,"When solving an equation, thinks the divisor and dividend are the opposite way around"
1231,Does not know that 7 and -7 are different
757,Adds rather than multiplies when asked for a product
1599,Adds rather than divides when answering worded problems
1270,Divides by 10 instead of 100 when converting a percentage to a decimal 
1223,Uses numerators to convert fractions to ratio despite different denominators
2180,Divides instead of multiplies when calculating total frequency
932,Adds instead of multiplies when calculating total frequency
2501,Subtracts rather than multiplies when calculating total frequency
223,Mixes up cubing with multiplying by 10
988,"When converting a percentage to a decimal, just writes all the digits after a decimal point."
2414,Believes a variable must remain unknown and cannot be substituted with a value
1173,Uses the numerator of an improper fraction as the denominator of the equivalent mixed number
2105,Has used slant height and base to find area rather than perpendicular height and base
1204,Multiplied by 100 rather than divided by 100
355,Thinks the interior angle of a regular polygon is 10n
35,Believes you add 2 instead of subtracting 2 to the numbers of sides when finding total interior angles
927,Assumes that opposite angles in a quadrilateral sum to 180 degrees
2432,Does not know the properties of a parallelogram
353,Does not recognise when one part of a fraction is the negative of the other
2388,Uses formula for area of a parallelogram when finding the area of a trapezium
2197,Thinks you multiply parallel sides to find the area of a trapezium
305,Does not know the formula for area of a trapezium
1443,"Thinks that when raising a variable with a coefficient to a power, only the coefficient is affected by the power"
2217,Thinks subtracting a negative makes your answer smaller
637,Does not recognise the corresponding sides in similar shapes or enlargements
1464,"When solving simultaneous equations graphically, they think the solutions are the y-intercepts"
1266,"When solving simultaneous equations, thinks they can ignore one of the variables"
1957,"Reads 10,000 as 1000"
2149,Converted seconds to minutes instead of seconds to hours
1718,Thinks there are 100 seconds in an hour
508,Thinks there are 1000 seconds in an hour
783,Thinks the sign of solutions in a quadratic equation is always the same as the constant term
471,Believes that the solution to ax + b = 0 is x = -a/b
464,Believes that you are unable to calculate the sum of the interior angles of an irregular polygon given the number of sides
1738,Uses sin when cos is required
501,Uses tan when cos is required
1394,Identifies the first term rather than the next term in a sequence
1262,"Believes that they can fully factorise an expression by taking out any common factor, not just the HCF"
1666,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket"
1914,Converts fraction to percentage by multiplying the denominator by 10
3,"Thinks a quadratic without a non variable term, can not be factorised"
2465,Believes reflection in y = -x changes sign of x coordinate only
1541,Believes reflection in y = -x changes sign of y coordinate only
409,Identifies first decimal place value when asked for first significant figure
2139,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference"
717,Believes the amount given is for the whole rather than a part
2314,Multiplies instead of divides to find one part given the total
1144,"Believes the equation for a horizontal line is in the form xy = a, where a is the y intercept"
2022,"
Has incorrect belief about the meaning of ""expression"""
1311,"
Has incorrect belief about the meaning of ""formula"""
1757,Lists outcomes rather than counts how many outcomes
864,Reads 0 on protractor as size of angle when angle is not in usual orientation
872,Thinks angles can only be measured when one line is horizontal
519,"When asked for factors of an algebraic expression, thinks a term will be a factor"
84,Believes greater than/less than symbols include end values
765,Thinks there are 10kg in a tonne
663,Forgotten placeholders when rounding to significant figures
602,"Thinks multiplying two or more negative numbers together always gives a positive answer, regardless of how many negative numbers there are in the sum"
447,Believes dividing by 0.1 is the same as dividing by 10
345,Has treated this like an addition problem and added the ones column.
60,"Has written the value of the 'ones' column as the answer, withiut using the numbers in the question."
1571,When writing standard form does not give the correct power of ten
1611,Does not understand that coordinates can be decimals
37,Rounded to wrong degree of accuracy (2sf not 1sf)
1819,Confuses order of sides in a trigonometric ratio
404,Uses cos when sin is required
2466,Uses tan when sin is required
1274,Subtracts simultaneous equations when addition is required
1123,Subtracts rather than dividing to find unit price
1635,Believes gradient is the difference between the change in x and the change in y
439,Believes gradient = change in y multiplied by change in x
1694,Believes that a discriminant of 0 means there are no real solutions
1547,Has forgotten to convert cm to m
751,Believes you add the terms together when multiplying like terms.
611,"When two digits sum to 10 or more during addition of decimals, does not carry across decimal point to preceding digit."
2285,"In a function machine, confuses the first operation and the input"
2374,Believes a quarter of 2 is 0.25
100,Believes angles in a triangle sum to 360 degrees
2516,Thinks 3-letter angle notation has to use the nearest vertex on each side of the angle
2554,Thinks the diagonal of a square is the same length as the side of the square
1671,Does not know how to find area by counting squares on a grid
318,"Assumes that converting a decimal percentage to a fraction, they can just convert the decimal to a fraction, instead of writing the decimal over 100."
1759,Assumes decimal point can be ignored when given a decimal percentage to convert to a fraction
764,Confuses octagon and pentagon
948,Believes squaring is the same as adding two
937,"When adding or subtracting surds, simplifies the surds correctly but puts the digits in the answer the wrong way round"
349,"When adding surds, just multiplies the numbers under the surd rather than first trying to simplifying to find like surds"
1604,Thinks there are 10 centimetres in 1 mm.
629,Thinks there are 1000mm in a centimetre
1539,Does not consider that all three angles in a triangle sum to 180 degrees
1851,Does not know the properties of an isosceles triangle
366,Does not know the meaning of the identity symbol
2309,Thinks they can just give the probability of the first event for a combined probability
1259,Believes division is sometimes commutative 
2077,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are different, we subtract the equations."
2550,Thinks there are 10m in a km
1481,"When describing a translation, miscounts when crossing an axis"
1142,"When converting from an improper fraction to a mixed number, adds on the part left to make the whole, rather than subtracting it"
984,Writes the numerator of an improper fraction as the number of wholes when converting to a mixed number
1033,Does not know that you can have a decimal percentage
1989,Believes a coordinate cannot be placed beyond the bounds of the grid shown
972,Does not realise that if the horizontal and vertical measurements of a diagonal line segment switch it remains the same size
1467,Believes the power button writes a fraction
1987,"When completing the square in the form (x - a)^2 + b, believes b = the original constant"
1994,"When completing the square in the form (x - a)^2 + b, believes b = -a^2 regardless of the original constant"
1814,Confusion over whether multiplication or division is the correct way to solve the problem.
724,Thinks the denominator in a combined probablity will be the same as the denominator in the probability of the first event.
1196,"When solving an equation where there is a negative sign in front of the variable at the final stage, believes they can ignore it and treat it as if it's positive"
2145,Believes an upward slope on a distance-time graph means travelling back towards the starting point.
1945,Believes an upward slope on a distance-time graph means the movement has stopped
1813,Estimates the length of diagonal lines rather than working out based on horizontal and vertical measurements
591,Does not believe the length of a diagonal line can be worked out based on horizontal and vertical measurements
1398,Divided by 100 rather than 1000
424,Adds 3 decimal places rather than moving 3 places
1831,Does not know the properties of a cylinder
1893,"Believes the y intercept is given by the difference between the x and y coordinates of any point on the line, not just the point (0, c) "
2525,"When dividing decimals, divides rather than multiplies when reinserting the decimal."
2045,Writes a variable to the power of n as nx
2543,"Believes the frequency represented by a pie chart sector can be judged visually, without considering the total it represents"
815,Counts in the wrong direction on a number line
1633,When asked to rotate by 180 degrees rotates by 90 degrees
2572,Rotates by the wrong center of rotation (not including the origin)
1657,Doubles the diameter when finding the radius
2221,Has made an order of operations mistake when writing a formula from a given situation
1854,Confuses tangent and radius
649,"Beileves you can use the full length when finding an area of part of a composite shape, when part of the length is needed"
1641,"When collecting like terms, only simplifies when there is an addition"
1752,Believes the arrows for parallel lines mean equal length
2357,Thinks sign for parallel lines just means opposite
900,Believes the constant gives the y-intercept even when a line is not written in the form y = mx + c
639,Believes unrelated acute/obtuse angles in a diagram are supplementary
287,Thinks y = ? is a vertical line through ?
875,Believes vertically opposite angles sum to 360 degrees
858,Believes splitting a multiplication using the distributive property is the same as splitting it into factors
1058,"Believes that in the nth term of a descending sequence, b is the difference between the term and the positive multiple of n"
232,"When dividing by a fraction, switches to multiplication without also using the reciprocal"
1433,"When factorising into single brackets, only factors out the numerical values and forgets to factorise possible variables"
1102,Believes that addition should be used when finding the difference between two values on a time series graph
2160,"In repeated percentage change, believes the second change is only a percentage of the first change, without including the original"
924,Believes to find the proportion of a pie chart sector you do frequency/sum of other frequencies rather than frequency/overall total
1307,Finds the degrees for 1 person rather than the required number of people for a pie chart sector
49,Doesn't believe that when you divide by 0 the answer will always be 0
2100,Divides rather than multiplies when answering worded problems
1972,Subtracts rather than multiplies when answering worded problems
1063,Adds rather than multiplies when asked for a total
1794,Does not recognise that choosing 2 items at once means the first item does not get replaced in a probability question
2110,Identifies a common multiple of two numbers when asked to consider a common multiple of three numbers
2260,Identifies a multiple of a number but not a common multiple of a group of numbers
1885,Thinks a power raised to a power leads to addition of the powers
201,Believes substituting the starting value into an iteration formula immediately gives the solution
1823,"When there are two modes, finds the mean of these values and gives that as the mode"
2069,"Believes if there are two numbers with the same frequency, there isn't a mode"
2117,Thinks that all angles anywhere along a straight line add to 180
2161,Confuses octagon and hexagon
2291,"When solving simultaneous equations, thinks they can't multiply each equation by a different number"
923,Thinks index notation represents repeated addition rather than repeated multiplication
997,Subtracts instead of multiplies
1268,"When solving simultaneous equations, thinks you only transform the algebraic terms, rather than the whole equation."
614,"When solving simultaneous equations, thinks you only transform the term that is being eliminated, rather than the whole equation."
1030,When dividing numbers with the same base divides the base numbers and the powers
812,When dividing numbers with the same base correctly subtracts the powers but divides the base numbers.
633,Does not understand how to subtract algebraic fractions
814,Confuses circumference and radius
2193,Confuses tangent and circumference
1229,Confuses chord and circumference
1036,"Only gives 1 value of x for a given value of y, when reading from a parabolic graph"
1912,Gives the probability out of the number of non-successes rather than the total
289,Writes the numerator and the denominator the wrong way round in a probability
1832,Confuses linear and reciprocal graphs
1235,"When completing the square in the form (x - a)^2 + b, believes b is the difference between a and the constant of the original quadratic"
688,Confuses the factorised form of repeated roots and the difference of 2 squares
1075,When asked to add fractions uses the method for multiplying fractions instead.
2307,Thinks you can divide the variables and the numerical values by different numbers when simplifying an algebraic fraction
466,"When calculating with numbers in standard form, just applies the operation to the number and the power separately"
383,confuses cubic and reciprocal graphs
756,Believes unit fractions with a difference of 1 in the denominator have no other fractions between them
1415,Assumes every dash on a scale represents an increase of 1
2484,"When converting from an improper fraction to a mixed number, just writes the tens digit as the number of wholes"
0,Does not know that angles in a triangle sum to 180 degrees
279,Mixes up square rooting and cube rooting
1841,Thinks the number of wholes in a mixed number represents the tens from the numerator of an improper fraction
