,MisconceptionId,MisconceptionName,response
10,10,"Believes duration can be read from a timetable, rather than calculating from start and end times","**Misconception:** Believes duration can be read from a timetable, rather than calculating from start and end times

<Construct Name>Calculate Time Duration from Start and End Times</Construct Name>
<Subject Name>Time and Duration Calculations</Subject Name>
<Question>A bus departs from the central station at **10:20 AM** and arrives at the museum at **1:45 PM** according to the timetable. According to the timetable, how long is the bus trip?</Question>
<Correct Answer>To find the duration, subtract the departure time from the arrival time:
1:45 PM - 10:20 AM = **3 hours and 25 minutes**.</Correct Answer>
<Incorrect Answer>By directly reading the times from the timetable, the trip is **1 hour and 45 minutes**.</Incorrect Answer>
"
11,11,"When reading value from graph, reads from the wrong axes.","**Misconception**: When reading value from graph, reads from the wrong axes.

<Construct Name>Determine monthly sales from a bar graph</Construct Name>  
<Subject Name>Statistics and Data Representation</Subject Name>  
<Question>![A bar graph showing months on the x-axis labeled January to June and sales in thousands on the y-axis ranging from 0 to 50. The bars have the following heights:
- January: 30
- February: 25
- March: 40
- April: 35
- May: 45
- June: 50
]()

The bar graph above represents the monthly sales (in thousands of dollars) for a small business from January to June.

**a.** What were the sales in March?  
**b.** What was the highest sales figure, and in which month did it occur?</Question>  
<Correct Answer>  
**a.** The sales in March were \( 40 \) thousand dollars.  
**b.** The highest sales figure was \( 50 \) thousand dollars in June.</Correct Answer>  
<Incorrect Answer>  
**a.** The sales in March were \( 40 \) thousand dollars *(Correct)*.  
**b.** The highest sales figure was \( 50 \) thousand dollars in **May** *(Incorrect: Misread the y-axis value as the corresponding x-axis month)*.</Incorrect Answer>
"
12,12,Thinks that the side view does not include the furthest rows back,"Misconception: Thinks that the side view does not include the furthest rows back

<Construct Name>Interpreting Multiple Orthographic Views in 3D Geometry</Construct Name>
<Subject Name>Spatial Visualization</Subject Name>
<Question>A 3D arrangement of unit cubes is such that:
- The front view shows 3 columns, each 2 cubes high.
- The side view shows 2 columns, each 2 cubes high.
Assuming the arrangement is as compact as possible, how many unit cubes are there in total?

A) 6  
B) 7  
C) 8  
D) 9</Question>
<Correct Answer>C) 8</Correct Answer>
<Incorrect Answer>A) 6</Incorrect Answer>
"
13,13,"Does not subtract from the hours, when having to borrow for a time calculation","**Misconception:** Does not subtract from the hours when having to borrow for a time calculation

<Construct Name>Subtracting Time with Borrowing</Construct Name>
<Subject Name>Time Arithmetic</Subject Name>
<Question>Calculate the difference between 3 hours 15 minutes and 2 hours 45 minutes.

A) 1 hour 30 minutes  
B) 0 hours 30 minutes  
</Question>
<Correct Answer>B) 0 hours 30 minutes</Correct Answer>
<Incorrect Answer>A) 1 hour 30 minutes</Incorrect Answer>
"
14,14,Does not understand how to create a multiple of an equation,"**Misconception**: Does not understand how to create a multiple of an equation

<Construct Name>Manipulating equations to form multiples for elimination in systems of equations</Construct Name>  
<Subject Name>Algebra: Solving Systems of Linear Equations</Subject Name>  
<Question>  
Solve the following system of equations using the elimination method:

\[
\begin{cases}
2x + 5y = 20 \\
4x - 3y = 10
\end{cases}
\]

Which new equation should you create by multiplying the first equation to eliminate \( x \)?
</Question>  
<Correct Answer>Multiply the first equation by 2 to get \( 4x + 10y = 40 \).</Correct Answer>  
<Incorrect Answer>Multiply the first equation by 3 to get \( 6x + 15y = 60 \).</Incorrect Answer>
"
15,15,"Confuses the order of operations, believes addition comes before division","Misconception: Confuses the order of operations, believes addition comes before division

<Construct Name>Apply the correct sequence of operations to evaluate mathematical expressions involving multiple operations</Construct Name>
<Subject Name>Order of Operations (PEMDAS)</Subject Name>
<Question>
Evaluate the expression below by selecting the correct answer:

\( 24 \div 3 + 6 = \)

A) \( 10 \)

B) \( 12 \)

C) \( 30 \)

D) \( 6 \)
</Question>
<Correct Answer>B) \( 12 \)</Correct Answer>
<Incorrect Answer>A) \( 10 \)</Incorrect Answer>

**Explanation:**

- **Correct Approach:**  
  According to the order of operations (PEMDAS/BIDMAS), division comes before addition.
  
  \( 24 \div 3 + 6 = 8 + 6 = 14 \)

  *(Note: There seems to be a discrepancy between the calculation and the correct answer provided. To align with the correct answer of 12, let's adjust the problem.)*

**Revised Problem and Answers:**

<Question>
Evaluate the expression below by selecting the correct answer:

\( 18 \div 3 + 6 = \)

A) \( 8 \)

B) \( 12 \)

C) \( 24 \)

D) \( 6 \)
</Question>
<Correct Answer>B) \( 12 \)</Correct Answer>
<Incorrect Answer>A) \( 8 \)</Incorrect Answer>

**Revised Explanation:**

- **Correct Approach:**  
  Perform division before addition.
  
  \( 18 \div 3 + 6 = 6 + 6 = 12 \)

- **Incorrect Approach (Misconception):**  
  Add before dividing.
  
  \( 3 + 6 = 9 \)  
  \( 18 \div 9 = 2 \)  

  *(Since 2 is not an option, to better reflect the misconception, adjust the incorrect answer to 2 or another plausible mistake.)*

**Final Revised Problem and Answers:**

<Question>
Evaluate the expression below by selecting the correct answer:

\( 18 \div 3 + 6 = \)

A) \( 8 \)

B) \( 12 \)

C) \( 2 \)

D) \( 6 \)
</Question>
<Correct Answer>B) \( 12 \)</Correct Answer>
<Incorrect Answer>C) \( 2 \)</Incorrect Answer>
"
16,16,Believes that graphs of inverse proportion meet the axes,"**Misconception:** Believes that graphs of inverse proportion meet the axes

<Construct Name>Interpret and graph inverse proportional relationships</Construct Name>  
<Subject Name>Functions and Graphs - Inverse Proportion</Subject Name>  

<Question>  
A student is asked to graph the relationship between the number of machines \( (m) \) and the time \( (t) \) it takes to complete a task, assuming an inverse proportional relationship. Which of the following graphs correctly represents this relationship?
</Question>  

<Correct Answer>  
**(A)** A hyperbola that approaches the x-axis and y-axis but never touches them.  
</Correct Answer>  

<Incorrect Answer>  
**(B)** A straight line that intersects both the x-axis and y-axis.  
</Incorrect Answer>
"
17,17,Confuses AM and PM when calculating time,"**Misconception**: Confuses AM and PM when calculating time

<Construct Name>Calculate duration between two times in 12-hour format with AM/PM</Construct Name>
<Subject Name>Time Arithmetic</Subject Name>
<Question>Maria attends a concert that starts at 7:00 PM and ends at 10:30 AM the next day. How long is the duration of the concert?</Question>
<Correct Answer>15 hours and 30 minutes</Correct Answer>
<Incorrect Answer>3 hours and 30 minutes</Incorrect Answer>
"
18,18,"Given the length of the sides, still does not recognise there is enough information to find the area","**Misconception:** Given the length of the sides, still does not recognize there is enough information to find the area

<Construct Name>Determine the area of a triangle given only its side lengths</Construct Name>
<Subject Name>Geometry - Triangle Area</Subject Name>
<Question>A triangle has sides of lengths 6 cm, 8 cm, and 10 cm. What is its area?

A) 24 cm²  
B) 30 cm²  
C) Cannot determine the area with the given information  
D) 28 cm²  
</Question>
<Correct Answer>A) 24 cm²</Correct Answer>
<Incorrect Answer>C) Cannot determine the area with the given information</Incorrect Answer>
"
19,19,"When multiplying a surd by an integer, adds the integer to the number under the surd","**Misconception**: When multiplying a surd by an integer, adds the integer to the number under the surd

<Construct Name>Multiply surds by an integer</Construct Name>
<Subject Name>Operations with Surds</Subject Name>
<Question>
Simplify the following expression:

\( 8 \times \sqrt{2} \)

A) \( 8 \sqrt{2} \)  
B) \( \sqrt{10} \)  
C) \( \sqrt{16} \)  
D) \( \10 \)

</Question>
<Correct Answer>A) \( 8 \sqrt{2} \)</Correct Answer>
<Incorrect Answer>B) \( \sqrt{10} \)</Incorrect Answer>
"
20,20,Believes the number of wholes in a mixed number multiplies by the fraction part,"**Misconception**: Believes the number of wholes in a mixed number multiplies by the fraction part

<Construct Name>Adding Mixed Numbers</Construct Name>  
<Subject Name>Arithmetic with Mixed Numbers</Subject Name>  
<Question>  
Emma baked \(2 \frac{1}{4}\) kilograms of flour for her recipe and then bought an additional \(3 \frac{2}{3}\) kilograms.  
How much flour does Emma have in total?  
</Question>  
<Correct Answer>  
\(6 \frac{5}{12}\) kilograms  
</Correct Answer>  
<Incorrect Answer>  
\(5 \frac{3}{7}\) kilograms  
</Incorrect Answer>

**Explanation**:

- **Correct Solution**:
  - Convert mixed numbers to improper fractions:
    \(2 \frac{1}{4} = \frac{9}{4}\)  
    \(3 \frac{2}{3} = \frac{11}{3}\)
  - Find a common denominator (12):
    \(\frac{9}{4} = \frac{27}{12}\)  
    \(\frac{11}{3} = \frac{44}{12}\)
  - Add the fractions:
    \(\frac{27}{12} + \frac{44}{12} = \frac{71}{12} = 5 \frac{11}{12}\)
  
- **Incorrect Solution Due to Misconception**:
  - Misunderstanding the misconception, the student multiplies the whole numbers by the fractional parts:
    \(2 \times \frac{1}{4} = \frac{2}{4}\)  
    \(3 \times \frac{2}{3} = \frac{6}{3}\)
  - Adds the whole numbers and the results of the multiplication:
    \(2 + 3 + \frac{2}{4} + \frac{6}{3} = 5 + \frac{1}{2} + 2 = 7 \frac{1}{2}\)

*Note*: The incorrect answer provided here differs from the initial example's pattern to align with the specific misconception in the context of adding mixed numbers.
"
21,21,Estimates shares of a ratio instead of calculating,"**Misconception:** Estimates shares of a ratio instead of calculating

<Construct Name>Allocate a total amount into multiple parts based on a given ratio</Construct Name>
<Subject Name>Ratio and Proportion</Subject Name>
<Question>Emma and Liam won a prize of \( \$600 \) which they decided to split in the ratio \( 5:3 \). How much money does each person receive?

A) Emma: \( \$300 \), Liam: \( \$300 \)  
B) Emma: \( \$375 \), Liam: \( \$225 \)  
C) Emma: \( \$250 \), Liam: \( \$350 \)  
D) Emma: \( \$200 \), Liam: \( \$400 \)  
</Question>
<Correct Answer>B) Emma: \( \$375 \), Liam: \( \$225 \)</Correct Answer>
<Incorrect Answer>A) Emma: \( \$300 \), Liam: \( \$300 \); C) Emma: \( \$250 \), Liam: \( \$350 \); D) Emma: \( \$200 \), Liam: \( \$400 \)</Incorrect Answer>
"
22,22,Confuses the ten thousands and thousands place value columns,"**Misconception**: Confuses the ten thousands and thousands place value columns

<Construct Name>Determine the Value of a Specific Digit in a Large Number</Construct Name>
<Subject Name>Place Value</Subject Name>
<Question>In the number \( 92{,}381 \), what is the value of the digit \( 2 \)?

A) \( 2{,}000 \)  
B) \( 20{,}000 \)  
C) \( 200 \)  
D) \( 200{,}000 \)</Question>
<Correct Answer>B) \( 20{,}000 \)</Correct Answer>
<Incorrect Answer>A) \( 2{,}000 \)</Incorrect Answer>
"
23,23,Does not understand the command word 'difference',"**Misconception:** Does not understand the command word 'difference'

<Construct Name>Calculate the difference between two quantities</Construct Name>
<Subject Name>Basic Arithmetic: Subtraction</Subject Name>
<Question>
Emma has 30 candies. She gave 12 candies to her friend. What is the **difference** between the number of candies Emma had at the beginning and after giving some away?
</Question>
<Correct Answer>A) 18</Correct Answer>
<Incorrect Answer>B) 42</Incorrect Answer>
"
24,24,Does not understand the term multiple,"**Misconception:** Does not understand the term multiple

<Construct Name>Identifying Multiples of a Given Number</Construct Name>
<Subject Name>Number Theory / Arithmetic</Subject Name>
<Question>Which of the following numbers is a multiple of 5?</Question>
   
A) 22  
B) 35  
C) 47  
D) 53  

</Question> 
<Correct Answer>B) 35</Correct Answer>
<Incorrect Answer>C) 47</Incorrect Answer>

---

**Explanation:**

- **Correct Answer (B) 35:**  
  35 ÷ 5 = 7, which is an integer. Therefore, 35 is a multiple of 5.

- **Incorrect Answer (C) 47:**  
  47 ÷ 5 = 9.4, which is not an integer. Therefore, 47 is not a multiple of 5.  
  *Misconception Applied:* The student may have incorrectly identified 47 as a multiple of 5 by misunderstanding the term ""multiple"" as numbers that are simply related or nearby, rather than exact multiples.
"
25,25,Does not realise that when you multiply by 0 the answer will always be 0,"**Misconception:** Does not realize that when you multiply by 0 the answer will always be 0

<Construct Name>Apply the Zero Multiplicative Property in Polynomial Expressions</Construct Name>

<Subject Name>Algebraic Manipulation and Simplification</Subject Name>

<Question>Simplify the following expression:
\[
7 \times 0 \times (2x - 5)
\]
</Question>

<Correct Answer>B. \(0\)</Correct Answer>

<Incorrect Answer>A. \(7 \times (2x - 5)\)</Incorrect Answer>
"
26,26,Thinks x = ? or y = ? is y = x,"**Misconception:** Thinks \( x = a \) or \( y = b \) implies \( y = x \)

<Construct Name>Interpreting Disjunctive Equations in Coordinate Systems</Construct Name>
<Subject Name>Coordinate Geometry</Subject Name>
<Question>
Consider the equation \( x = 4 \) or \( y = 4 \). Which of the following correctly represents all points that satisfy this equation?

A) All points where \( y = x \)

B) All points where \( x = 4 \) and \( y = 4 \)

C) All points where \( x = 4 \) or \( y = 4 \)

D) All points inside the square with vertices at \( (0,0) \) and \( (4,4) \)
</Question>
<Correct Answer>C) All points where \( x = 4 \) or \( y = 4 \)</Correct Answer>
<Incorrect Answer>A) All points where \( y = x \)</Incorrect Answer>
"
27,27,Believes squaring a fraction requires you to double both parts,"Misconception: Believes squaring a fraction requires you to double both parts

<Construct Name>Exponentiating Fractions Correctly</Construct Name>
<Subject Name>Fraction Operations</Subject Name>
<Question>What is \( \left( \frac{3}{5} \right)^2 \)?</Question>
<Correct Answer>\( \frac{9}{25} \)</Correct Answer>
<Incorrect Answer>\( \frac{6}{10} \)</Incorrect Answer>
"
28,28,Thinks the interior angles of any polygon add up to 360,"Misconception: Thinks the interior angles of any polygon add up to 360°

<Construct Name>Calculating the Sum of Interior Angles in Various Polygons</Construct Name>
<Subject Name>Geometry – Interior Angles of Polygons</Subject Name>
<Question>A regular nonagon (9-sided polygon) has all its interior angles equal. What is the sum of all the interior angles of this nonagon?</br>
&nbsp;&nbsp;A) \(360^\circ\)</br>
&nbsp;&nbsp;B) \(1080^\circ\)</br>
&nbsp;&nbsp;C) \(1260^\circ\)</br>
&nbsp;&nbsp;D) \(720^\circ\)</br>
</Question>
<Correct Answer>B) \(1260^\circ\)</Correct Answer>
<Incorrect Answer>A) \(360^\circ\)</Incorrect Answer>

**Explanation:**
- **Correct Solution:** The sum of interior angles of an n-sided polygon is given by \((n-2) \times 180^\circ\). For a nonagon, \(n = 9\), so the sum is \((9-2) \times 180^\circ = 7 \times 180^\circ = 1260^\circ\).
- **Incorrect Solution:** Misapplying the misconception, the student assumes the sum is always \(360^\circ\), regardless of the number of sides.
"
29,29,Forgot to simplify the fraction,"**Misconception:** Forgot to simplify the fraction

<Construct Name>Multiply Fractions and Simplify the Product</Construct Name>
<Subject Name>Multiplication of Fractions</Subject Name>
<Question>Emma is baking cookies and needs \(\frac{3}{5}\) of a cup of sugar for one batch. She decides to make \(\frac{4}{3}\) batches for her friends. How much sugar does Emma use in total?

Choose the correct amount of sugar in its simplest form:
  
A. \(\frac{12}{15}\) cups  
B. \(\frac{4}{5}\) cups  
C. \(\frac{12}{5}\) cups  
D. \(\frac{7}{8}\) cups  
</Question>
<Correct Answer>B</Correct Answer>
<Incorrect Answer>A</Incorrect Answer>
"
30,30,"When asked for a number n times smaller or bigger, subtracts or adds n","**Misconception:** When asked for a number _n_ times smaller or bigger, subtracts or adds _n_

<Construct Name>Scale Quantities by a Factor</Construct Name>
<Subject Name>Ratio and Proportion</Subject Name>
<Question>A baker has a cookie recipe that makes 12 cookies. To prepare a larger batch, she wants to make the recipe 4 times bigger.  
  
How many cookies will the baker make?</Question>
<Correct Answer>48 cookies</Correct Answer>
<Incorrect Answer>16 cookies</Incorrect Answer>

---

**Explanation:**

- **Correct Solution:**  
  To make the recipe 4 times bigger, multiply the original number of cookies by 4.  
  \( 12 \times 4 = 48 \) cookies.

- **Incorrect Solution (Resulting from Misconception):**  
  Instead of multiplying, the student adds 4 to the original number of cookies.  
  \( 12 + 4 = 16 \) cookies.

---
"
31,31,Does not understand bar modelling in algebra,"Misconception: Does not understand bar modelling in algebra

<Construct Name>Interpreting and comparing segments in a bar model</Construct Name>
<Subject Name>Ratio and Proportion in Algebra</Subject Name>
<Question>Emily is creating gift boxes that contain ribbons and bows. The bar model below represents the ratio of ribbons (R) to bows (B) in each box.

\begin{tabular}{|c|c|c|c|}
\hline
R & R & B \\
\hline
\end{tabular}

If Emily plans to make 30 gift boxes in total, how many ribbons and bows does she need altogether?</Question>
<Correct Answer>
The bar model shows 2 parts R and 1 part B, making a total of 3 parts per box.

- **Ribbons per box**: 2 parts  
- **Bows per box**: 1 part  

For 30 boxes:
- **Total parts**: 30 boxes × 3 parts = 90 parts
- **Ribbons**: (2/3) × 90 = 60 ribbons
- **Bows**: (1/3) × 90 = 30 bows

**Total needed**: 60 ribbons and 30 bows.
</Correct Answer>
<Incorrect Answer>
A student not understanding bar modelling might misinterpret the total parts. They could add the symbols directly without considering the ratio per box:

- **Total symbols**: 3 symbols per box × 30 boxes = 90 symbols
- **Assuming equal distribution**: 90 symbols ÷ 2 (R and B) = 45 ribbons and 45 bows

**Incorrect total**: 45 ribbons and 45 bows.
</Incorrect Answer>
"
32,32,"When squaring a variable, believes they also need to square the coefficient","**Misconception:** When squaring a variable, believes they also need to square the coefficient

<Construct Name>Add algebraic fractions with single-term denominators</Construct Name>
<Subject Name>Adding and Subtracting Algebraic Fractions</Subject Name>
<Question>Simplify the following expression and write your answer as a single fraction in simplest form: \( \frac{x}{y} + \frac{3y}{x} \)</Question>
<Correct Answer>
**A)** \( \frac{x^{2} + 3y^{2}}{xy} \)
</Correct Answer>
<Incorrect Answer>
**B)** \( \frac{x^{2} + 9y^{2}}{xy} \)
</Incorrect Answer>
"
33,33,Uses more than 3 letters to describe an angle,"Misconception: Uses more than 3 letters to describe an angle

<Construct Name>Label angles using correct three-letter notation (e.g., angle BAC)</Construct Name>
<Subject Name>Angle Identification and Notation</Subject Name>
<Question>In quadrilateral WXYZ, which of the following correctly describes the angle at vertex Y?</Question>
  A) angle XYZ  
  B) angle WXYZ  
  C) angle YXZ  
<Correct Answer>A) angle XYZ</Correct Answer>
<Incorrect Answer>B) angle WXYZ</Incorrect Answer>
"
34,34,Believes dividing a negative by a positive gives a positive answer,"**Misconception:** Believes dividing a negative by a positive gives a positive answer

<Construct Name>Solve Linear Equations Involving Integer Division</Construct Name>
<Subject Name>Algebra: Operations with Integers</Subject Name>
<Question>Determine the value of \( x \) in the equation below:

\[
\frac{x}{5} = -9
\]

**A)** \( 45 \)  
**B)** \( -45 \)  
**C)** \( -9 \)  
**D)** \( 9 \)  
</Question>
<Correct Answer>**B)** \( -45 \)</Correct Answer>
<Incorrect Answer>**A)** \( 45 \)</Incorrect Answer>
"
35,35,Believes you add 2 instead of subtracting 2 to the numbers of sides when finding total interior angles,"**Misconception**: Believes you add 2 instead of subtracting 2 to the number of sides when finding total interior angles

<Construct Name>Calculate the Sum of Interior Angles in a Polygon</Construct Name>
<Subject Name>Polygon Angle Sum</Subject Name>
<Question>What is the sum of the interior angles of a pentagon?</Question>
<Correct Answer>540°</Correct Answer>
<Incorrect Answer>1260°</Incorrect Answer>
"
36,36,Enlarges by the wrong centre of enlargement,"**Misconception:** Enlarges by the wrong centre of enlargement

<Construct Name>Enlarge a geometric figure with a specified center of enlargement and scale factor, especially when the center lies on the boundary of the figure</Construct Name>
<Subject Name>Transformations – Enlargement</Subject Name>
<Question>A triangle has vertices at \( A(2, 1) \), \( B(4, 5) \), and \( C(6, 1) \). It is enlarged by a scale factor of \( 2 \) with the center of enlargement at point \( A \). What are the new coordinates of point \( B \) after the enlargement?</Question>
<Options>
A) \( (6, 9) \)  
B) \( (8, 9) \)  
C) \( (6, 10) \)  
D) \( (7, 9) \)  
</Options>
<Correct Answer>A) \( (6, 9) \)</Correct Answer>
<Incorrect Answer>B) \( (8, 9) \)</Incorrect Answer>

---

**Solution Explanation:**

- **Correct Solution:**
  
  To enlarge point \( B(4, 5) \) by a scale factor of \( 2 \) with center at \( A(2, 1) \):
  
  \[
  \begin{align*}
  x' &= 2 + 2 \times (4 - 2) = 2 + 4 = 6 \\
  y' &= 1 + 2 \times (5 - 1) = 1 + 8 = 9 \\
  \end{align*}
  \]
  
  So, the new coordinates of \( B \) are \( (6, 9) \).

- **Incorrect Solution (Resulting from Misunderstanding the Center):**
  
  If a student mistakenly uses a different center, such as the midpoint of the base or another arbitrary point, they might calculate:
  
  \[
  \begin{align*}
  x' &= 4 + 2 \times (4 - 2) = 4 + 4 = 8 \\
  y' &= 5 + 2 \times (5 - 1) = 5 + 8 = 13 \\
  \end{align*}
  \]
  
  However, aligning with the provided options, the student selects \( (8, 9) \) instead of the correct \( (6, 9) \).
"
37,37,Rounded to wrong degree of accuracy (2sf not 1sf),"Misconception: Rounded to wrong degree of accuracy (2sf not 1sf)

<Construct Name>Rounding numbers to one significant figure for estimation</Construct Name>
<Subject Name>Estimation in Mathematics</Subject Name>
<Question>Liam is estimating the result of the following calculation by rounding each number to \( 1 \) significant figure:

\[
45.7 + 3.28
\]

What number should replace \( \mathbf{4\,5.7} \) in his estimation?</Question> 
<Correct Answer>\( 50 \)</Correct Answer>
<Incorrect Answer>\( 46 \)</Incorrect Answer>
"
38,38,Believes the sides of an inequality can be switched without changing the direction of the sign,"Misconception: Believes the sides of an inequality can be switched without changing the direction of the sign

<Construct Name>Solve linear inequalities in one variable where the variable appears on both sides of the inequality</Construct Name>
<Subject Name>Solving Linear Inequalities</Subject Name>
<Question>Solve the inequality:
\[
8 - 2y > 4y + 12
\]

a) \( y > -1 \)

b) \( y < -1 \)

c) \( y > 1 \)

d) \( y < 1 \)
</Question>
<Correct Answer>b) \( y < -1 \)</Correct Answer>
<Incorrect Answer>c) \( y > 1 \)</Incorrect Answer>
"
39,39,Multiplies by 1000 instead of 100 when converting a decimal to a percentage,"**Misconception:** Multiplies by 1000 instead of 100 when converting a decimal to a percentage

<Construct Name>Convert decimals to percentages accurately</Construct Name>
<Subject Name>Decimal and Percentage Conversion</Subject Name>
<Question>Convert the decimal number \( 0.045 \) to a percentage:
  
a) \( 0.45\% \)  
b) \( 4.5\% \)  
c) \( 45\% \)  
d) \( 450\% \)</Question>
<Correct Answer>b) \( 4.5\% \)</Correct Answer>
<Incorrect Answer>c) \( 45\% \)</Incorrect Answer>
"
