MisconceptionId,MisconceptionName
474,Thinks 1l = 100 cubic centimetres
478,Does not know what a square number is
481,Thinks the inverse of subtraction is multiplication
483,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression"
488,Does not correctly apply the distributive property of multiplication
498,Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part
512,"When asked to solve simultaneous equations, believes they can just find values that work in one equation"
520,Thinks the inverse of addition is multiplication
527,Does know know equilateral means the same as regular 
528,Does not think that a variable with no coefficient has a coefficient of 1.
539,Does not understand the value of zeros as placeholders
547,Factorises difference of two squares with the same sign in both brackets
550,"When representing an inequality on a numberline, assumes the filled and unfilled circles have the opposite meaning."
551,Believes a rectangle has four equal sides
554,Finds area of one face when asked for volume
556,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares."
557,Assumes a fact without considering enough examples
563,Counts the squares rather than the diagonals when reflecting in y=x or y=-x 
565,Divides rather than multiplies 
581,Writes times in the afternoon as if they are morning on a 24 hour clock
583,Ignores negative sign when expanding bracket
584,Underestimates the area of shapes when counting squares when some squares are neither wholes nor halves
585,Believes lines can be parallel by having the same y intercept OR gradient
590,Has used slant height and base to find area of a triangle rather than perpendicular height and base
599,Does not understand that an obtuse angle is between 90 and 180 degrees
609,"when dividing a fraction by an integer, multiplies the numerator by the integer"
618,Does not recall rectangle side length property
619,Divided by 10 rather than 100
620,Gives the vertex instead of the 3-letter angle notation
624,"In ratio question where one side of ratio is given, treats that as the total"
625,Confuses corresponding and vertically opposite angles
631,"When calculating the mean from a list of data, adds up the numbers but does not divide"
642,Thinks x = ? is a horizontal line through ? 
648,Finds volume when asked for surface area
650,Believes mean is total divided by number of groups
656,Reverses the order of operations but does not apply the inverse operations when finding the input of a function machine
657,Has completed only one of the two operations.
658,Thinks they double the numerator to turn a fraction into a percentage
659,Does not know how to write a fraction - just given an integer answer
661,Confuses an expression with a term
671,"When reading decimals on a number line, assumes each dash is 0.1"
672,When asked for a specific term in a sequence gives the next term
674,Thinks the inverse of addition is division
684,Does not find a common denominator when comparing fractions
686,Does not know units of area should be squared
687,Confused mixed numbers with improper fractions
690,Struggles to visualise nets of 3D shapes
691,To find the range adds the biggest and smallest number rather than subtract
699,"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit"
702,When changing a number to standard form omits zero's of significance 
706,Carries out operations from right to left regardless of priority order
710,Confuses factors and multiples
718,Uses sin when tan is required
725,Does not know that angles on a straight line sum to 180 degrees
732,Finds the mean instead of the median
734,Confuses square rooting and halving the number
739,Rounds to wrong degree of accuracy (decimal places rather than significant figures)
743,"When calculating the area of a rectilinear compound shape, calculates the are of the surrounding rectangle"
747,Believes scales on graphs must match on both axes
758,Believes an outlier is a value that does not fit the same characteristics as the other values
760,Converts a fraction to a decimal by using the denominator after the decimal point
767,Thinks there are 10 minutes in an hour
784,Thinks there are 100g in a kilogram
789,Does not understand the naming structure of polygons
790,Thinks the shape of the graph does not affect the area calculation
791,"In a worded problem, does not complete all calculations"
795,Ignores the negative signs when adding positive and negative numbers
797,Reflects horizontally or vertically instead of across a diagonal line of symmetry
800,Thinks you just add a % sign to the numerator to make a fraction into a percentage
801,Forgets to give the centre of rotation
807,Believes all quadratic equations have a solution of 0
809,Uses cos when tan is required
811,Believes they can multiply/divide through by a negative number without changing the direction of the inequality
828,Adds when calculating area instead of multiplying
835,Confuses a formula with an equation
838,"When factorising a quadratic without a non variable term, tries to double bracket factorise"
840,Does not understand the place value of answers from a Napier's bones calculation
843,Does not see fraction diagrams as equivalent if the shading is in a different pattern
848,Believes when simplifying a fraction you can divide the numerator and denominator by different values
860,Mixes up clockwise and anticlockwise
877,Does not convert measurements to have the same units before calculating area or volume
891,Incorrectly cancels what they believe is a factor in algebraic fractions
904,Has taken the percentage from the original 
905,"Thinks the movement of the top number in a column vector is vertical, and the bottom number is horizontal rather than the other way round"
906,Does not know that sample size affects reliability
907,Does not find a common denominator when adding/subtracting fractions
910,Cannot identify the correct side lengths to use when asked to find the area of a face
912,Thinks adding the same value to each side makes shapes similar
931,Does not understand where to place inputs/ operations/ outputs when drawing a function machine
936,Thinks the first term in a sequence is the term before the sequence begins (0th term)
952,Adds the index to the number
968,Confuses powers and multiples
969,Believes you can subtract from inside brackets without expanding when solving an equation
971,Believes that adding a negative will increase the value of the original number
974,Believes multiplying a positive by a negative gives a positive answer
978,"When completing the square, believes the constant in the bracket is the coefficient of x"
980,Hasn't lined up the place value columns when writing out the calculation
982,Calculates perimeter when asked for area
990,Does not realise you can use equivalent fractions to break fractions up into smaller divisions
996,Does not know that units of volume are usually cubed
1007,Does not connect rotational symmetry to number of sides/vertices
1012,Squares when asked to find the square root
1013,Answers as if there are 100 minutes in an hour
1026,Does not reverse the order of operations when finding the input of a function machine
1028,Multiplies up without finding unit price in proportion question
1029,Does not understand that a line graph shows a relationship between 2 variables
1035,"When multiplying a decimal less than 1 by an integer, gives an answer 10 times smaller than it should be"
1043,Mixes up cubes and cuboids
1044,Misremembers the quadratic formula
1046,Does not understand remainders in division
1047,Estimates a measurement on a diagram rather than working it out
1055,Does not notice all changes in a sequence of visual patterns
1057,Finds the unit fraction when asked to find a non-unit fraction of an amount
1066,Does not think that the compensation strategy for the multiplication of 2 numbers is valid.
1072,Multiplies by the index
1074,Multiplies rather than divides
1089,Cannot identify mutually exclusive events
1103,"When reading integers on a number line, assumes each dash is 2"
1120,Thinks there are 100 ml in a litre
1128,Does not know how to interpret a fraction worded problem 
1130,Does not know how to solve linear equations involving fractions
1138,Subtracts the smallest digit from the largest digit
1148,Uses an incorrect side length when splitting a composite shape into parts
1152,"When dividing fractions, does the reciprocal of the first fraction instead of the second"
1155,Starts at the wrong end of the dividend when dividing
1156,"When dividing a fraction by an integer, divides the denominator by the integer"
1157,Rounds every number up when estimating
1176,Confuses isosceles and equilateral triangles
1179,Forgets to multiply up for the correct time frame in a worded question
1180,Does not know the properties of a rectangle
1183,Does not include units in answer.
1184,Identifies the wrong part of a fraction model as the whole
1188,Reads the wrong scale on the protractor when measuring obtuse angles
1190,"When solving an equation, subtracts instead of dividing"
1198,Does not recognise that a linear sequence must increase or decrease by same amount
1206,Does not understand how to maintain equivalence in fractions
1207,Does not realize we can write a division as a fraction
1214,"When solving an equation, uses the same operation rather than the inverse."
1225,Believes you don't need to numerically order the data before calculating the median
1226,Does not recognise the distributive property
1233,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we add the equations."
1240,Thinks the first term of a sequence must be 1
1244,The student does not understand the place value of 3-digit numbers
1248,Rounds to the wrong degree of accuracy (rounds too little)
1250,Correct scale but wrong value on protractor reading.
1252,Doesn't know the area of a triangle formula
1255,Adds rather than multiplies for combined probabilities
1264,Finds the median instead of the mode
1265,"When describing a translation, goes from the image to the original"
1269,Confuses left and right
1272,Gives a rounded whole number instead of a decimal
1280,"When multiplying fractions, multiplies the numerator and adds the denominator"
1282,When subtracting a negative thinks the answer must be negative 
1287,Believes if you changed all values by the same proportion the range would not change
1290,Reads the wrong scale on the protractor when measuring reflex angles
1292,Does not realise that the area of a triangle is half the area of the contatining rectangle
1294,"When solving an equation where there is a negative sign in front of the variable and its equivalent value, assumes the variable has a negative value"
1310,"When interpreting a pictogram, thinks each symbol stands for 1"
1313,Found the percentage but forgot to add to 100%
1316,Does not understand that the numerator and denominator of fractions represent groupings and have the same order of priority as brackets
1318,Does not understand that shapes are congruent if they have the same size and shape
1319,Adds instead of multiples
1321,Thinks angles which look the same on diagram will be equal
1322,Does not know how many days are in a leap year
1336,Does not realise addition is commutative
1338,Does not understand the effect of consecutive operations
1344,Estimates angle without using knowledge of degrees in quarter turns
1348,Does not recognise a parallelogram
1358,Believes you can have decimals in a simplified fraction
1364,Believes the mode is the frequency rather than the value/group
1365,"When ordering integers, orders from the digits at the end of the number instead of the digits at the start"
1379,Rounds down instead of up
1380,"When collecting like terms, assigns positivity or negativity incorrectly."
1383,"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit"
1388,Does not understand the term quadratic
1389,Mistakes lines as parallel
1400,Believes dividing a negative by a negative gives a negative answer
1402,Rounds down instead of up when next digit is 5
1416,Adds instead of multiplies
1417,When solving an equation forgets to eliminate the coefficient in front of the variable in the last step
1419,Believes any lines that cross are perpendicular
1429,Believes equivalent fractions are formed with addition not multiplication
1435,When subtracting from a negative thinks the answer must be positive
1450,Does not understand how to apply sohcahtoa
1452,"When converting ratio to fractions, puts the other side of the ratio as the denominator rather than the total"
1459,Does not recognise that a surd will simplify to a whole number and not longer be a surd if the number under the surd is a square number
1471,Mixes up colder and hotter when comparing temperatures
1480,Does not recognise the notation for parallel sides
1487,Believes you can square root a negative number
1488,Confuses negative and positive coordinates when working with graphs in four quadrants
1494,Believes 0 is not a real solution to an equation
1505,Thinks co-interior angles are equal
1507,Carries out operations from left to right regardless of priority order
1510,Believes subtraction is commutative 
1513,Does not know the meaning of perpendicular
1514,Adds instead of subtracts
1520,Does not recognise litres as a unit of volume
1522,Believes the mean is total frequency divided by sum of categories given
1527,Does not know how to find missing lengths in a composite shape
1528,Does not know the meaning of alternate
1529,Rounds to the wrong degree of accuracy (significant figures rather than decimal places)
1530,Believes a steeper downwards line on a graph means a slower decrease
1533,When adding powers of 10 adds onto the wrong column
1535,"Believes that when factorising a quadratic, they can choose any two numbers that multiply to give the constant"
1540,Does not know how to simplify algebraic fractions
1542,Believes that a fraction means dividing the denominator by the numerator
1554,Does not know how to identify common factors from algebraic terms
1558,Believes dividing a positive by a negative gives a positive answer
1566,Adds or subtracts from numerator first when solving an equation with a fraction
1568,Includes the x variable when giving the equation of a horizontal line
1572,Translates rather than reflects across a line of symmetry
1582,Thinks terms in linear sequence are in direct proportion
1597,Believes multiplying two negatives gives a negative answer
1601,Does not understand that you can have percentages greater than 100%
1605,"When rounding up from a 9, does not add one on to the digit to the left"
1606,Believes the coefficent of x in an expanded quadratic comes from multiplying the two numbers in the brackets
1621,"When dividing a fraction by an integer, multiplies both the numerator and denominator by the integer"
1623,"When asked for the mean of a list of data, does not count any zeros in the data when working out what to divide by"
1630,Does not realize we can simplify a term that involves powers
1631,When asked for a specific term in a sequence gives the term after
1639,Believes adding two negatives gives a positive answer
1644,Confuses collecting like terms with multiplication
1646,"In ratio question where one side of ratio is given, uses that as one part in ratio without dividing"
1651,Multiplies when converting to a larger unit
1652,Thinks there are 100mm in a centimetre
1658,Does not link Pythagoras Theorem to finding distance between two points
1659,Finds one part of a ratio but doesn't multiply that by the number of parts needed
1660,"When using inequality notation, thinks ""greater than/less than or equal to"" symbols are instead the ""greater than/less than"" symbols and vice versa"
1668,Calculates area when asked for perimeter
1678,Confuses perimeter and area
1680,Does not realize we can omit the multiplication symbol in algebraic expressions
1682,Confuses inequality symbols with equality
1686,Confuses diameter and radius
1690,Assumes an addition pyramid works in a different way to how it actually does
1697,Does not understand the link between the sign of the root and the sign in the bracket
1701,Believes the solutions of a quadratic equation are the absolute values of the constants in the factorised form
1704,Believes gradient = change in x/change in y
1706,"When calculating perimeter, only adds the marked lengths"
1707,Misinterprets the meaning of angles on a straight line angle fact
1708,Does not understand place value within a number
1715,Converts a fraction to a decimal by using only the numerator after the decimal point
1720,Identifies the term-to-term rule rather than the next term
1721,Does not recall the steps required to draw an angle
1730,"When adding decimals with a different number of decimal places, lines up the digits incorrectly"
1731,Makes an assumption about the squares on a scale representing either 1 or 10
1735,Does not realise a quadratic must be in the form ax^2+bx+c=0 to find the values for the quadratic formula
1737,Only looks at the difference between one pair of terms when discerning the pattern
1740,Does not recognise the properties of a kite
1743,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c
1746,Does not know the term 'diameter'
1761,Does not understand what each part of a bar model represents as a fraction
1764,Estimated when not appropriate
1766,Thinks x^2 - a^2x is a valid form of difference of two squares
1773,Adds rather than subtracts when answering worded problems
1775,Stops iteration too early when solving equations
1783,Confuses pyramid with prism
1784,Believes a horizontal line can show a constant rate of change
1786,Converts a fraction to a percentage by writing the numerator followed by the denominator
1788,Uses slant heights instead of parallel sides to find area of a trapezium
1791,Does not know that vertically opposite angles are equal
1792,Has multiplied the base number and the power
1805,Does not realise that subtracting a negative is the same as adding it's additive inverse
1820,"Uses the denominator when converting from fractions to ratio, rather than numerator."
1824,Counts the starting number when counting backwards
1825,Does not fully simplify fraction
1828,Does not understand inequality notation
1834,Confuses an equation with an expression
1837,Names one of the faces of a 3D shape rather than the 3D shape name
1839,Does not know how to use a bar model to write division facts
1847,Confuses the part and the whole in fraction of an amount problems
1852,"When adding an integer to a fraction, thinks you add the integer to the numerator"
1872,Believes they only need to multiply the first and last pairs of terms when expanding double brackets
1876,Counts leading zero as a significant figure
1880,Mixes up greater than and less than symbols
1883,Uses only the base and perpendicular height when calculating the area of a trapezium
1884,Thinks numbers are a multiple of their index
1887,Adds instead of subtracts when asked to find the difference
1897,Confuses vertically opposite angles and angles around a point
1898,"When adding decimals, just adds the digits and ignores place value"
1900,Thinks two variables next to each other represent addition
1906,Gives 3-letter angle notation in the wrong order
1911,Only multiplies second term in the expansion of a bracket
1917,Confuses the meaning of parallel and perpendicular
1920,Forgotten that anything to the power of 0 equals 1
1924,Believes that a number divided by itself equals 0
1927,Does not know the definition of a prism
1937,Believes subtracting a positive number from a negative number makes the answer less negative
1939,Difficulty with translating a mathematical answer into a real world context
1942,Chooses the wrong 3 letters to describe an angle
1953,Makes an assumption about line segments being equal within a shape
1954,Divides when converting to a smaller unit
1965,Thinks you need to just add a % sign to a decimal to convert to a percentage
1970,Confuses isosceles and right angle triangles
1976,"When multiplying a fraction by an integer, multiplies both numerator and denominator by the integer"
1978,Subtracts instead of adds when answering worded problems 
1980,"When multiplying fractions, adds the numerators and the denominators"
1981,Does not know how to compare decimal numbers
1984,Adds when calculating volume instead of multiplying
1986,"When writing ratio from diagram, writes total as one side"
1988,Rounds up instead of down
1990,Fails to reflect across mirror line
1999,Does not interpret the correct order of operations from a worded problem
2017,Mixes up square rooting and multiplying by 2 or doubling
2030,Believes that fractions with larger denominators are greater in size
2031,Misremembers the exact values of trigonometric functions at standard angles
2032,Believes the gradient of a distance-time graph is the acceleration
2039,Thinks you need to just add a % sign to a number to make it a percentage
2043,Selects y>a solutions instead of y<a solutions for a quadratic inequality
2046,"When collecting like terms, treats subtractions as if they are additions"
2050,Does not recognise a unit of length
2051,Does not correctly apply the commutative property of multiplication
2053,"When reading integers on a number line, assumes each dash is 1"
2056,"When calculating surface area, only includes visible faces"
2073,Converts a fraction to a decimal by placing all values of the fraction after the decimal point
2078,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator
2085,Adds instead of multiplies when multiplying algebraic terms
2087,Multiplies before applying a power 
2093,Thinks the fraction bar means subtract rather than divide
2095,"When reading graph, chooses nearest marked value on axis instead of reading accurately"
2109,Counts on in the wrong direction on a number line
2113,Confuses the equations of vertical and horizontal lines
2119,Ignores the negative sign
2131,"When multiplying out 2 or more brackets, does not multiply all the combinations of terms"
2132,Thinks there are 100m and a km
2137,Does not know what dashes on the sides of shapes mean
2138,Does not understand a percentage can be applied to something not out of 100
2142,"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
"
2143,Adds instead of multiplying when expanding bracket
2154,Thinks finding a fraction of an amount means subtracting from that amount
2155,"Reflects in an axis, instead of the given mirror line"
2185,Believes negative numbers with a larger absolute value are greater
2198,Finds the mode instead of the median
2203,Lines up the digits incorrectly when doing a subtraction involving two numbers with a different amount of digits
2206,Added the values together instead of finding the percentage
2209,Confuses an expression with a variable
2220,Mixes up term in a sequence and position of a term
2228,Does not know what a Fibonacci sequence is
2230,substitutes incorrectly
2234,Forgets to change the numerators when finding equivalent fractions
2237,"Thinks the more digits a number has the greater it is, regardless of place value"
2240,"When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form"
2248,Halves when asked to find the square root
2251,Chooses the correct scale when measuring angles on a protractor but starts from the wrong number when the angle is in between two labelled dashes
2252,Believes you multiply the constant difference by the term number to get the term value
2256,Believes the constant in an expanded quadratic comes from adding the two numbers in the brackets
2262,Gets order of ratio wrong
2264,"When subtracting a power of 10, subtracts from the wrong column"
2265,Thinks that probabilities of an event occurring or not occurring must be equal
2266,Believes angles around a point sum to 180
2271,"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
2273,Subtracts instead of divides
2284,When asked for a specific term in a sequence just gives the next term
2301,"Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept"
2306,"Applies BIDMAS in strict order (does not realize addition and subtraction, and multiplication and division, are of equal priority)"
2308,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator
2312,Thinks congruent shapes are the same shape but can be different sizes
2316,Mixes up squaring and multiplying by 2 or doubling
2330,Rounds incorrectly by changing multiple place values
2331,Believes the angle in a pie chart sector is equal to the frequency
2332,Uses slant height instead of perpendicular height to find area of a trapezium
2334,Does not know that angles around a point sum to 360
2336,Confuses co-interior and corresponding angles
2341,Does not know how to calculate the sum of interior angles
2345,Counts half-squares as full squares when calculating area on a square grid
2346,"When subtracting decimals with a different number of decimal places, lines up the digits incorrectly"
2352,Writes the index as a digit on the end of a number
2353,Does not divide by 2 when calculating the area of a trapezium
2355,Does not know how to find order of rotational symmetry
2356,Thinks a difference of one part in a ratio means the quantities will differ by one unit
2359,Believes division is commutative 
2361,Believes a fraction out of a number other than 100 represents a percentage
2362,Believes angles on a straight line add to 360 degrees
2365,Confuses vertically opposite angles with angles on a straight line
2373,Does not understand parts must be equal in a fraction diagram
2375,Does not equate the value of a number with the place value column it is in
2376,"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n."
2377,Does not know the definition of term or term-to-term rule
2384,"When simplifying surds, does not square root the largest square number that goes into the number under the surd before putting it in front of the surd"
2386,Believes there is a multiplicative relationship between values of terms in a linear sequence e.g. 10th term is double 5th term
2389,"When using a function machine, confuses the input and the output."
2392,Rounds to the wrong degree of accuracy (rounds too much)
2398,Thinks you can divide terms by different factors when simplifying an algebraic fraction
2412,Does not understand which place value is the one that determines if a number rounds up or down
2417,Does not use the associative property of multiplication to find other factors of a number
2426,When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle
2427,Does not divide by 2 when finding midpoint
2436,Believes the solutions of a quadratic equation are the constants in the factorised form
2438,Does not copy a given method accurately
2454,Confuses corresponding and alternate angles
2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal"
2472,Does not know how to find the next term in a sequence
2481,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
2487,Changes the given operation when substituting
2488,Answers order of operations questions with brackets as if the brackets are not there
2489,Thinks cube numbers are triangular numbers
2492,Confuses rest and movement on a distance time graph
2494,Does not know the meaning of consecutive
2504,"Does not realise that two letters together, or a number and letter together, are multiplying"
2514,Does not cube the conversion factor when converting cubed units
2519,Confuses a term with a variable
2531,Does not understand that the volume of an enlarged shape is the volume of the original multiplied by the cube of the scale factor of the lengths.
2532,Believes order of operations does not affect the answer to a calculation
2537,Does not know the definition of a rational number
2539,Believes the inverse of square rooting is halving
2542,Believes that dividing by a decimal is the same as dividing by its reciprocal
2549,Believes only the first term needs to be divided when factorising an expression
2566,"When subtracting a negative number, subtracts the absolute value rather than adding it"
2569,Confuses pentagon and hexagon
2576,Mixes up square numbers and cube numbers
2577,Does not think a square root can be negative
2583,Does not know what a cube number is
